,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
2727,4122,"No strings, just you and me, two birds cut from the same cloth, wrestling it out.","No strings, just you and me, two people very similar to each other, wrestling it out.",Idiom,"To be cut from the same cloth means to be very similar in characteristics or behaviors, so the two people in this sentence are very similar to each other.",Entailment,UNQ,FLUTE
2728,896,I feel elated that the gift my drunken behavior at my friends wedding completely ruined the day.,I ruined my friends wedding because of my drunken behavior,Sarcasm,"A friend's wedding is a special day which should be happy and memorable, but if someone's drunken behavior ruins it, they would more likely feel regretful and upset instead of elated",Contradiction,SIM,FLUTE
2729,3248,I smell a rat.,I suspect foul play.,Idiom,"To smell a rat means to suspect an act of betrayal, and in this context the speaker suspects foul play.",Entailment,UNQ,FLUTE
2730,1463,I can't stop admiring the situation when my roommate doesn't clean up the room and it becomes a total mess.,It irritates me when my roommate doesn't clean up the room,Sarcasm,Most people would not want to live in a room that is messy and cluttered and so someone who admires this situation cannot be in their right mind.,Contradiction,SIM,FLUTE
2731,1780,I just adore the fact that the dog owner never picks up his dog's poop and it's right by our house.,I am annoyed by the fact that the dog owner never picks up his dog's poop and it's right by our house.,Sarcasm,A lot of people find it disgusting and irritating when they have to step in dog poop and the fact that the dog owner never picks it up shows a lack of responsibility on their part and isn't an adorable trait.,Contradiction,UNQ,FLUTE
2732,4753,She thinks of herself as a particle of sand in the desert.,She is humble and respectful towards the different people.,Metaphor,,,,FIGQA
2733,1276,I am so grateful for my considerate upstairs neighbor who is as big as an elephant and feels the need to get ready for work at 3:45am and wake me up.,"I was woken - again - at 3:45am by my elephantine upstairs neighbor, who was apparently getting ready for work.",Sarcasm,The sound of someone getting ready for work at an early hour is often very loud and annoying and so the upstairs neighbor who is big like an elephant and does it frequently is not considerate at all.,Contradiction,SIM,FLUTE
2734,2515,"A year earlier, I probably would have made a smart aleck comment about them finally doing the right thing.","A year earlier, I probably would have made a sarcastic and cutting comment about them finally doing the right thing.",Idiom,"A smart alec is someone who uses sarcasm in an attempt to be witty, and that is what the speaker would have done a year earlier.",Entailment,UNQ,FLUTE
2735,5044,The space left for furniture was the size of A  postage stamp,The space is very small,Metaphor,,,,FIGQA
2736,2388,Go and see if any of the hunters want to go to the wall again.,Go and see if any of the hunters want to take on great risk again.,Idiom,"To go to the wall means to take on great risk, so the hunters would be taking on great risk if they decided to go again.",Entailment,UNQ,FLUTE
2737,4926,The man considered the challenge at work as beneficial as A multivitamin,The challenge would help him grow,Metaphor,,,,FIGQA
2738,2647,"She swears they would have loved me because all they ever cared about was her happiness, and with me, she is like a golden eagle who swooped around the skies for years before finding its one true mate.","She swears they would have loved me because all they ever cared about was her happiness, and with me, she is content.",Simile,"A golden eagle who swooped around the skies for years before finding its one true mate is known for being loyal to its mate, so if she is like a golden eagle with him, it means she is content and loyal to him.",Entailment,UNQ,FLUTE
2739,7963,"‘ So play ball and tell me my plans, then,’ she said resentfully.","‘ So cooperate and tell me my plans, then,’ she said resentfully.",Idiom,,Entailment,,IMPLI
2740,8256,"The police national computer is one of the most comprehensive record systems in the world and it gives police officers across the country rapid access to vital information round the clock, every day of the year.","The police national computer is one of the most comprehensive record systems in the world and it gives police officers across the country rapid access to vital information nonstop, every day of the year.",Idiom,,Entailment,,IMPLI
2741,6272,"Might as well look the part , since all artists were considered crazy and bohemian .","Might as well have the style of an artist , since all artists were considered crazy and bohemian .",Idiom,,Entailment,,IMPLI
2742,1933,It makes total sense to me why my neighbors are still shooting off fireworks a month after the fourth of july.,My neighbors are still shooting off fireworks a month after the 4th of July,Sarcasm,The fourth of July is the Independence day of the United States and so shooting fireworks off after a month since then goes against the spirit of the holiday.,Contradiction,SIM,FLUTE
2743,7253,Your conversations are like walking against a strong wind.,,Simile,,,,AB
2744,2988,Prices climbed steeply.,Prices are getting increasingly expensive .,Metaphor,Climbing steeply means that the prices are increasing very quickly.,Entailment,UNQ,FLUTE
2745,7761,Your manners are like a storm.,,Simile,,,,AB
2746,281,I wasn't envious at all when friend without any effort won from the lottery ticket she bought for only a dollar,I was so envious of my friend when she won from a lottery ticket she bought for a buck. ,Sarcasm,Lottery tickets are a game of chance and so someone winning without any effort goes against the odds and is definitely something to be envious about.,Contradiction,SIM,FLUTE
2747,1323,I am feeling swell after my friend got accepted into Harvard while I was not,My friend got accepted into Harvard University instead of me.,Sarcasm,"It is obvious to feel envious and competitive towards someone who has achieved something great, like getting accepted into Harvard, when you have not.",Contradiction,SIM,FLUTE
2748,2825,"Right off the top of your head, describe john.","Without giving it much thought or without careful consideration, describe John.",Idiom,"To do something off the top of your head means to do it from memory or without much consideration, which is what the speaker is asking for.",Entailment,UNQ,FLUTE
2749,4456,Primal Scream Not a name which would lead you to expect self-absorbed acoustic doodlings .,Primal Scream Not a name which would lead you to expect self-absorbed acoustic pieces of music .,Metaphor,,Entailment,,IMPLI
2750,1753,I am starting to feel really happy because it's been 2 weeks and I still haven't heard from my girlfriend,I haven't heard from my girlfriend in 2 weeks.,Sarcasm,Not hearing from someone for a long period of time can be a sign that the relationship is over so its more likely to feel worried or concerned,Contradiction,UNQ,FLUTE
2751,758,Thrilled and absolutely not feeling awkward with how I walked in on my friend while they were coming out of the shower.,I walked in on my friend coming out of the shower.,Sarcasm,"Walking in on someone while they are coming out of the shower is an invasion of privacy and can make both parties feel uncomfortable, so being thrilled about it is not justified.",Contradiction,SIM,FLUTE
2752,2843,The train horn fractured the peace.,The train horn broke the peace of mind.,Metaphor,The train horn fractured the peace means it disturbed the peace.,Entailment,UNQ,FLUTE
2753,7833,Your room is like a dark hotel room.,,Simile,,,,AB
2754,7995,Is it time to pay the piper.,Is it time to bear the consequences of an action.,Idiom,,Entailment,,IMPLI
2755,7570,Your smile is like a yellow crayon.,,Simile,,,,AB
2756,1498,I was so proud that I spent weeks on my project and my partner took most of the credit for it,I was so mad I spent weeks on my project and my partner took most of the credit for it.,Sarcasm,Being given credit to a different person for someone else's work is never a good thing and so someone who was proud about it is not rational.,Contradiction,SIM,FLUTE
2757,3527,"If the house had to change hands, I'm glad it's with my daughter now, she said, holding her head high.","If the house had to be transferred to a new owner, I'm glad it's with my daughter now, she said, holding her head high.",Idiom,"To change hands means to pass from one owner to another, and in this sentence the house is being transferred to the daughter.",Entailment,UNQ,FLUTE
2758,16,The fact that a lizard randomly ran into my room and landed on my shirt while I was getting dressed was the greatest start to my day,Once I was getting dressed and a lizard was on my shirt.,Sarcasm,A lizard randomly running into someone's room is a frightening experience and is not something that would make someone's day great.,Contradiction,SIM,FLUTE
2759,6411," Open it , Margaret , ' cried my mother , and as I made no move she herself ripped off its coverings ."," Open it , Margaret , ' cried my mother , and as I did nothing she herself ripped off its coverings .",Idiom,,Entailment,,IMPLI
2760,3964,You bunk with sharonette until ugly thing is gone with the wind as we southerns like to quote.,You bunk with sharonette until ugly thing is completely and permanently gone as we southerns like to quote.,Idiom,"To be gone with the wind means to be permanently and completely gone, and in this context the ugly thing is being described as such.",Entailment,UNQ,FLUTE
2761,1164,My roommate is a total prince for having sex on my bed without even asking me,My roommate had sex on my bed. What a jerk!,Sarcasm,"Sex on someone's bed without their consent is a violation of their privacy and hence, the roommate is not a prince but rather a jerk.",Contradiction,SIM,FLUTE
2762,5763,The seller also has to be liable in case the goods suffer any damage while en route.,The seller also has to be liable in case the goods incur any damage while en route.,Metaphor,,Entailment,,IMPLI
2763,5972,Homeowners insurance or HOI is a type of insurance that protects and covers a person's property or residence.,Homeowners insurance or HOI is a type of insurance that protects and pays for a person's property or residence.,Metaphor,,Entailment,,IMPLI
2764,902,The smell of baby vomit is like walking through a rose garden.,"I held a newborn up a little bit, with them facing down at me, and they puked all over me.",Sarcasm,The smell of baby vomit is not pleasant at all and is instead very nauseating and overwhelming.,Contradiction,SIM,FLUTE
2765,7852,You walk like you’ve taken a dump in your pants.,,Simile,,,,AB
2766,5830,Good luck Mikkel - I love the Evil eye of ZCMI,Good luck Mikkel - I happen to the Evil eye of ZCMI,Metaphor,,Entailment,,IMPLI
2767,5787,"These are the prices for dropping off shipping in Pont, near Fowey, Cornwall.","These are the prices for reducing off shipping in Pont, near Fowey, Cornwall.",Metaphor,,Entailment,,IMPLI
2768,5450,You understand and acknowledge that these charges are a genuine pre-estimate of the damages that we will suffer on account of cancellation.,You understand and acknowledge that these charges are a genuine pre-estimate of the damages that we will incur on account of cancellation.,Metaphor,,Entailment,,IMPLI
2769,6068,"Indeed , Putin and Medvedev have worked in perfect tandem with respect to Georgia , cooperating and skillfully performing their different roles , with Putin cast in the lead role of the menacing god of a Russian reckoning , and Medvedev in the supporting role of a possible humanitarian peacemaker .","Indeed , Putin and Medvedev have worked at the same time with respect to Georgia , cooperating and skillfully performing their different roles , with Putin cast in the lead role of the menacing god of a Russian reckoning , and Medvedev in the supporting role of a possible humanitarian peacemaker .",Idiom,,Entailment,,IMPLI
2770,5897,Soulflower Castor Rosemary Regime has dropped from its initial price of Rs.,Soulflower Castor Rosemary Regime has reduced from its initial price of Rs.,Metaphor,,Entailment,,IMPLI
2771,6460,"I suspect that Okonjo - Iweala , with her enormous competence and renowned wit , would have gotten the better of Kim .","I suspect that Okonjo - Iweala , with her enormous competence and renowned wit , would have defeated Kim .",Idiom,,Entailment,,IMPLI
2772,4095,Then you can't think you're gon na go it alone.,Then you can't think you're gonna do this by yourself without any help.,Idiom,"To go it alone means to do something without others' help, which is what the person in this sentence is trying to do.",Entailment,UNQ,FLUTE
2773,7914,I could never make head or tails of that.,I could never even minimally understand that.,Idiom,,Entailment,,IMPLI
2774,336,I feel really appreciated and loved these days because when I try to meet friends they are all too busy.,I tried to meet some friends yesterday but they were all busy.,Sarcasm,"Most people would feel loved and appreciated when they are able to meet up with their friends, but when the friends are too busy, it implies that the person is not a priority which is not a good feeling.",Contradiction,SIM,FLUTE
2775,295,I am so proud of myself for the amount of weight I gained over the past year; I feel I did a great job.,I recently noticed how much weight I gained over the past year and I just feel like I really let myself down.,Sarcasm,Gaining weight is not something to be proud of because it means that someone has put on unhealthy amounts of body fat and hence is not in a good state.,Contradiction,SIM,FLUTE
2776,8113,I found one of those plastic and formica Little Chefs that were replacing the old greasy spoon eateries and went straight into the Gents.,I found one of those plastic and formica Little Chefs that were replacing the old inexpensive diner eateries and went straight into the Gents.,Idiom,,Entailment,,IMPLI
2777,5327,Trust is A steep cliff,Trust is deep and sometimes harmful,Metaphor,,,,FIGQA
2778,756,My parents always argue and it really comforts me to see them fight all the time!,My parents always argue and it pisses me off!,Sarcasm,Most people would not find it comforting to see their parents argue because it can be a very distressing experience.,Contradiction,SIM,FLUTE
2779,8419,"‘ Are you sure?’ they ask without fail, regardless of whether you are offering help or an invitation to lunch, giving them a cup of tea or paying their bus fare.","‘ Are you sure?’ they ask certainly, regardless of whether you are offering help or an invitation to lunch, giving them a cup of tea or paying their bus fare.",Idiom,,Entailment,,IMPLI
2780,1732,"I am absolutely in love with my upstairs neighbor who is as big as an elephant and feels the need to get ready for work at 3:45am, waking me up.","I was woken - again - at 3:45am by my elephantine upstairs neighbor, who was apparently getting ready for work.",Sarcasm,Having an upstairs neighbor who is as big as an elephant and wakes up people early in the morning is not a pleasant thing and hence the person is not in love with them.,Contradiction,SIM,FLUTE
2781,5846,Prenuptial agreements are a good idea for someone getting married the first time.,Prenuptial agreements are a good idea for someone getting joined the first time.,Metaphor,,Entailment,,IMPLI
2782,2979,The crowd was as loud as a library,The crowd was quiet,Simile,"A library is a very quiet place, so the simile is saying that the crowd is the opposite of loud.",Entailment,UNQ,FLUTE
2783,3673,"Once when I looked around and I thought that my accomplishments weren't up to par, I considered going to medical school.","Once when I looked around and thought that my accomplishments were not as good as what was expected, I considered going to medical school.",Idiom,"To be up to par means to be as good as what was expected, so in this context the person's accomplishments were not meeting the expectations.",Entailment,UNQ,FLUTE
2784,5731,These standardised product brands and service solutions are backed up by an unparalleled global service organisation to meet your requirements for quality availability and performance.,These standardised product brands and service solutions are backed up by an unparalleled global service organisation to fulfill your requirements for quality availability and performance.,Metaphor,,Entailment,,IMPLI
2785,3982,"I needed to keep my cool, but the King surely wasn't making it like a gentle stroll in the park.",The King wasn't making it easy to keep my cool.,Simile,"A stroll in the park is a peaceful, calming activity and typically very easy, whereas the King was not making it easy, meaning it was likely stressful and intense.",Entailment,UNQ,FLUTE
2786,4459,"A fly landed on the empty , staring vizor , and crawled across it .","A fly landed on the empty , shiny vizor , and crawled across it .",Metaphor,,Entailment,,IMPLI
2787,4335,"If you don't start now, you'll miss the boat.","If you don't start now, you'll lose the chance to do something.",Idiom,"To miss the boat means to lose the chance or opportunity to do something, which is what will happen if you don't start now.",Entailment,UNQ,FLUTE
2788,2536,"She probably means sadist,although for once, option number two isn't all that wide of the mark.","She probably means sadist, although for once, option number two isn't all that inaccurate or wrong.",Idiom,"To be wide of the mark means to be inaccurate or wrong, and in this context option number two is inaccurate or wrong.",Entailment,UNQ,FLUTE
2789,6363,"The likelihood that , after all the fanfare and ultimatums , it is not going to happen , or at least not for the time being , is another boost for the ‘ rebel’ general in his lonely defiance of Lebanon 's Muslims — indeed , a good many of its Christians , too — much of the Arab world , and international communities .","The likelihood that , after all the fanfare and ultimatums , it is not going to happen , or at least not for now , is another boost for the ‘ rebel’ general in his lonely defiance of Lebanon 's Muslims — indeed , a good many of its Christians , too — much of the Arab world , and international communities .",Idiom,,Entailment,,IMPLI
2790,1249,"The fact that my younger brother has a better job than me and makes more money, makes me feel amazing and successful.",I can't believe my younger brother makes more money than I do.,Sarcasm,"It is not usual to feel amazing or successful when someone's younger brother has a better job than them and makes more money but instead have feelings of jealousy, inadequacy, and insecurity.",Contradiction,SIM,FLUTE
2791,3647,Monty swam in a sea of diamonds.,Monty was a rich person and felt like he was in a luxurious paradise.,Metaphor,A sea of diamonds means a lot of wealth.,Entailment,UNQ,FLUTE
2792,7557,Your smile is like a weeping willow.,,Simile,,,,AB
2793,5382,Her love was a seedling,Her love was growing,Metaphor,,,,FIGQA
2794,120,I felt extremely open-minded and calm when I woke up to the sound of a grizzly bear growling outside my tent while camping alone.,While camping alone I awoke to sound of growling outside my tent.,Sarcasm,Most people would feel scared and unsafe when woken up to the sound of a grizzly bear growling outside their tent and so feeling courageous and excited is not an appropriate reaction.,Contradiction,SIM,FLUTE
2795,534,I was excited and happy when my boyfriend told me that he thought the girl at the gas station was pretty.,I was not happy when my boyfriend told me that he thought the girl that works at the gas station is cute.,Sarcasm,A boyfriend thinking another girl is pretty when his own girlfriend is with him is not a good thing and so her being excited or happy about it is not realistic.,Contradiction,SIM,FLUTE
2796,3987,My policy is take no prisoners.,My policy is to be ruthlessly uncompromising with my opposition and unyielding in the pursuit of my agenda or goal.,Idiom,"To take no prisoners means to be utterly ruthless, uncompromising, and unyielding, which is what this context describes.",Entailment,UNQ,FLUTE
2797,1102,It makes me so proud that my birthday was yesterday and I didn't get a single happy birthday message from anyone in my family or friends.,My birthday was yesterday and I didn't get a single happy birthday message from anybody family or friends.,Sarcasm,A happy birthday message is a tradition and custom on someone's birthday and so not receiving any messages shows that the person is not loved or appreciated by anyone.,Contradiction,SIM,FLUTE
2798,4709,Instead I lay back in the heather and savoured the trickle of the burn and the crisp smell of peat-laden ground .,Instead I lay back in the heather and enjoyed the trickle of the burn and the crisp smell of peat-laden ground .,Metaphor,,Entailment,,IMPLI
2799,3417,You can count on me to help you any time.,You can count on me to help you any time I feel like.,Metaphor,This metaphor is saying that the speaker is always willing to help the person they are talking to.,Entailment,UNQ,FLUTE
2800,5419,The butterfly was as free as a convict,The butterfly was not free,Metaphor,,,,FIGQA
2801,5588,The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.,The problem is that Sakuragi has never played basketball before and a freshman sensation is getting the spotlight and Haruko's affection from him.,Metaphor,,Entailment,,IMPLI
2802,354,I was doing laundry last night and was excited to see a giant roach crawl underneath the washing machine,I was doing laundry last night and I saw a huge roach scuttle underneath the washing machine.,Sarcasm," Roaches are often considered to be pests and are very disgusting, so it is highly unlikely for someone to feel excited upon seeing one",Contradiction,SIM,FLUTE
2803,3423,"If that didn't fit in with the big boysplans, tough titty.","If that didn't go well with the plans of the people in power, then too bad for them.",Idiom,"To tough titty means to have no sympathy for the situation another person is in, and in this context the speaker has no sympathy for the people in power if their plans don't go well.",Entailment,UNQ,FLUTE
2804,5619,"As you might imagine, the markets were hit with a sea of sell orders, driving the Dow industrials down by more than 7 percent, a loss of 684 points, to 8,878.","As you might imagine, the markets were became available for sale in with a sea of sell orders, driving the Dow industrials down by more than 7 percent, a loss of 684 points, to 8,878.",Metaphor,,Entailment,,IMPLI
2805,5454,Many organizations in our community provide wonderful resources and services to meet the needs of individuals and families.,Many organizations in our community provide wonderful resources and services to fulfill the needs of individuals and families.,Metaphor,,Entailment,,IMPLI
2806,3661,"If wits were pins, Andrew and Bill would be veritable hedgehogs.",Andrew and Bill were very witty and had very funny jokes.,Metaphor,"If wits were pins, Andrew and Bill would be full of them, just like a hedgehog full of spikeed pins, because they are very witty and have a lot of funny jokes.",Entailment,UNQ,FLUTE
2807,593,"When I opened my patio door and saw a big rat, I was excited out of my mind",I was frightened when I opened my patio door and saw a big rat.,Sarcasm,Rats are often seen as dirty and disease-carrying creatures and so the speaker is sarcastic in saying that they were excited but instead felt frightened and disgusted.,Contradiction,UNQ,FLUTE
2808,6071,"‘ Thank you , darling,’ she said and punched me vigorously on the arm to tell me to get lost , though it was half a joke , it 's always half a joke with Dodger .","‘ Thank you , darling,’ she said and punched me vigorously on the arm to tell me to go away , though it was half a joke , it 's always half a joke with Dodger .",Idiom,,Entailment,,IMPLI
2809,7196,Your hair looks like a large hat.,,Simile,,,,AB
2810,88,I was so pleased when I returned to my car and noticed someone put a dent in my door.,I was mad when I returned to my car and noticed someone put a dent in my door,Sarcasm,"Most people would not be pleased upon returning to their car and noticing that someone had caused damage to it, but rather would feel frustrated or angry.",Contradiction,SIM,FLUTE
2811,36,Such a wonderful and productive idea to get my infidelity off my chest and announce the world that I have been cheating on my wife,I had to get it off my chest that I have been cheating on my wife. ,Sarcasm,Cheating on one's spouse is morally wrong and announcing it to the world instead of dealing with it privately only makes the person look bad.,Contradiction,SIM,FLUTE
2812,5325,That political speech was as exciting as a pep rally.,The political speech was exciting.,Metaphor,,,,FIGQA
2813,5531,How organizations can navigate digital upheavals and drive disruption through innovation centers.,How organizations can navigate digital upheavals and incentivize disruption through innovation centers.,Metaphor,,Entailment,,IMPLI
2814,3318,The sudden fame burst forth her ego.,The sudden fame made her totally go crazy with ego.,Metaphor,The sudden fame made her ego go crazy means that she became very conceited and arrogant because of her newfound fame.,Entailment,UNQ,FLUTE
2815,5804,"Ironwood Urology aims to provide cutting edge, state of the art, patient-centered urologic care with compassion and unparalleled professionalism.","Ironwood Urology aims to provide reducing edge, state of the art, patient-centered urologic care with compassion and unparalleled professionalism.",Metaphor,,Entailment,,IMPLI
2816,8159,"By the same token , 500 acres in Saskatchewan might be considered a very small farm indeed.","in a similar manner , 500 acres in Saskatchewan might be considered a very small farm indeed.",Idiom,,Entailment,,IMPLI
2817,709,Went to the store to buy some food and came back with an extra $20 that I originally should have returned and now I feel so proud of myself for having kept the money,I went the store to get food and got back $20 extra in change from the cashier and ended up keeping the money.,Sarcasm,"The act of keeping the extra $20 implies that the person is dishonest as they found money that doesn't belong to them and instead of returning it, they decided to keep it for themselves and hence should not feel pride for such an act",Contradiction,SIM,FLUTE
2818,3931,I'm sick to death of that word!,I am totally disgusted with that word!,Idiom,"To be sick to death of something means to be totally disgusted with it, as is the case in this context.",Entailment,UNQ,FLUTE
2819,4203,I thought running this place was just a matter of getting bums on seats.,I assumed running this place was simply a matter of getting large audiences.,Idiom,"To put bums on seats means to attract large audiences, so running this place is a matter of getting large audiences.",Entailment,UNQ,FLUTE
2820,1890,I felt extremely secure and comfortable when I saw my girlfriend getting cozy with another guy at the bar,I felt a little uneasy about the whole situation when I saw my girlfriend getting real friendly with another guy at the bar.,Sarcasm,"A boyfriend usually feels insecure, jealous and uneasy and not confident when he sees his girlfriend getting cozy with another guy",Contradiction,SIM,FLUTE
2821,2118,The moment I spilled my drink on my friend at dinner made me feel like the biggest winner in the world,It made me want to sink into the floor after I accidentally spilled my drink on my friend at dinner. ,Sarcasm,Spilling a drink on someone is always an accident and so someone feeling like the biggest winner in the world for doing that is really ridiculous.,Contradiction,SIM,FLUTE
2822,6595,The people who still lived in the town were stuck in place like wax statues.,,Simile,,,,Kaggle
2823,3094,"We will, gentlemen, sink or swim together on this, because we are too closely linked to do anything else.","We will, gentlemen, succeed or fail together on this, because we are too closely linked to do anything else.",Idiom,"To sink or swim means to fail or succeed, and in this context they are saying that they will either succeed or fail together.",Entailment,UNQ,FLUTE
2824,7777,Your progress is like watching the phases of the moon.,,Simile,,,,AB
2825,2852,we laid in fields of gold.,we laid in the field of green grass and relaxed.,Metaphor,Laying in fields of gold would suggest that someone is relaxing and enjoying themselves in a field of grass.,Entailment,UNQ,FLUTE
2826,6241,February to June and September are powerful months for new alliances and relationships across the board .,February to June and September are powerful months for new alliances and relationships in many fields .,Idiom,,Entailment,,IMPLI
2827,2859,"I 'll sleep like a log tonight, though.",I will sleep deeply and soundly tonight.,Idiom,"To sleep like a log means to experience a very deep and restful sleep, which is what the speaker will do tonight.",Entailment,UNQ,FLUTE
2828,602,The heavenly sight of all the fruit flies around the garbage made me feel like I was going to vomit,"There were so many fruit flies around the garbage, I felt sick to my stomach.",Sarcasm,The sight of fruit flies near garbage is not a heavenly one as they are often associated with dirt and rot and can make people feel nauseous and sick.,Contradiction,SIM,FLUTE
2829,8037,"They chose to dismantle themselves and start from scratch all over again, rather than take the easy route of formulaic consolidation of their position.","They chose to dismantle themselves and start from the beginning all over again, rather than take the easy route of formulaic consolidation of their position.",Idiom,,Entailment,,IMPLI
2830,3337,"I expected lemus to shoot from the hip, but he was firing aimlessly without holsters now.","I expected lemus to act rashly and recklessly without consideration, but he was firing aimlessly without holsters now.",Idiom,"To shoot from the hip means to act rashly and recklessly without consideration, which is what lemus was doing when he was firing aimlessly.",Entailment,UNQ,FLUTE
2831,5139,The movie theater is an abandoned hotel.,The movie theater is empty.,Metaphor,,,,FIGQA
2832,2357,Being a revisionist was a tough assignment for someone that was now being told to follow every life direction to the letter.,Being a revisionist was a tough assignment for someone that was now being told to follow every life direction precisely and without deviating.,Idiom,"To follow something to the letter means to follow it exactly as it is written or instructed, without deviating.",Entailment,UNQ,FLUTE
2833,2880,The hotel had a view as beautiful as the back alley of a harware  store,The hotel had a bad view,Simile,"The back alley of a hardware store is usually dirty and unappealing, so the simile is saying that the view from the hotel is just as bad.",Entailment,UNQ,FLUTE
2834,4505,"In the days long since  departed  ,","In the days long since past ,",Metaphor,,Entailment,,IMPLI
2835,5268,The ocean is a bed of rocks.,The ocean is choppy.,Metaphor,,,,FIGQA
2836,6876,The snow was as soft as a newborn baby's skin.,,Simile,,,,CHATGPT
2837,8490,"At that point, Benn had to admit, ‘ my aims to encourage further trade with Russia [as well as Romania]and to break through this whole strategic nonsense have come unstuck.’","At that point, Benn had to admit, ‘ my aims to encourage further trade with Russia [as well as Romania]and to break through this whole strategic nonsense have get into trouble",Idiom,,Entailment,,IMPLI
2838,2512,"Colby, get a handle on your emotions.","Colby, figure out and have a clear understanding of your emotions.",Idiom,"To get a handle on something means to have a firm understanding of it, so in this sentence Colby is being told to figure out and understand his emotions.",Entailment,UNQ,FLUTE
2839,6256,"It was as if he was proposing a bargain to God : I'll come to church , if You ‘ ll turn a blind eye later .","It was as if he was proposing a bargain to God : I'll come to church , if You ‘ ll overlook later .",Idiom,,Entailment,,IMPLI
2840,5766,Oil prices dropped on...,Oil prices reduced on...,Metaphor,,Entailment,,IMPLI
2841,4100,"Coincidences were two a penny these days, weren't they?","Coincidences were a dime a dozen these days, weren't they?",Idiom,"Two a penny means very common or ordinary, and a dime a dozen is another idiom with a similar meaning.",Entailment,UNQ,FLUTE
2842,918,The fact that the Sriracha sauce bottle at the restaurant looked like it was from the Middle Ages made me want to hug the owner,I ate at a restaurant this morning and the Sriracha bottle looked like it was 1000 years old.,Sarcasm,"The Sriracha sauce bottle at the restaurant looked like it was from the Middle Ages means that it is old and most likely not clean, so someone wanting to hug the owner is not a desirable outcome.",Contradiction,SIM,FLUTE
2843,6469,"The troubled conscience , the tortured mind , compelling one to come to terms with life , made one impatient of the mere accumulation of facts .","The troubled conscience , the tortured mind , compelling one to come to accept life , made one impatient of the mere accumulation of facts .",Idiom,,Entailment,,IMPLI
2844,6072,"However , the debate and the reception accorded to Mr Lawson 's speech was a striking demonstration of the Conservatives ' capacity to close ranks : proof , if proof were needed , of their party 's most formidable political resource .","However , the debate and the reception accorded to Mr Lawson 's speech was a striking demonstration of the Conservatives ' capacity to work together : proof , if proof were needed , of their party 's most formidable political resource .",Idiom,,Entailment,,IMPLI
2845,6849,The mountains were as tall as a skyscraper.,,Simile,,,,CHATGPT
2846,6372,"She tried to learn the Book of Job by heart , but never got safely past the end of the second chapter ; the first two chapters were on the dull side , overloaded with yoke of oxen and she - asses , with Eliphaz the Temanite , Bildad the Shuhite , and Zophar the Naamathite , Job 's comforters .","She tried to remember the Book of Job well, but never got safely past the end of the second chapter ; the first two chapters were on the dull side , overloaded with yoke of oxen and she - asses , with Eliphaz the Temanite , Bildad the Shuhite , and Zophar the Naamathite , Job 's comforters .",Idiom,,Entailment,,IMPLI
2847,381,The sound of a knock at my door late at night makes me feel totally loved and appreciated.,I was terrified when I heard a knock at my door late at night,Sarcasm,The sound of a knock at night usually means that there is an emergency or something dangerous and so someone feeling loved and appreciated from it is not realistic.,Contradiction,SIM,FLUTE
2848,1511,I am really excited about my plummeting credit score and the mounting debts.,My credit score has fallen by some 50 points in the last month and my debts are accumulating.,Sarcasm,"A credit score is a numerical representation of someone's credit history and creditworthiness and so a plummeting credit score would mean that the person's credit history is not good and they are accumulating debts, which are both unfavorable things.",Contradiction,SIM,FLUTE
2849,7936,"By the same token, positive heroes are also regarded with scepticism by Lukacs.","for a similar reason, positive heroes are also regarded with scepticism by Lukacs.",Idiom,,Entailment,,IMPLI
2850,1332,It was just so beautiful when I found out my roomie didn't flush the toilet after using it,"Yes, my roomie had used the toilet and neglected to flush.",Sarcasm,It is not beautiful to find out that someone did not flush the toilet after using it because it leaves a very unpleasant smell and is just gross in general.,Contradiction,SIM,FLUTE
2851,4637,seurat culminated pointillism.,seurat brought pointillism to its best.,Metaphor,,Entailment,,IMPLI
2852,3175,You seem full of the joys of spring.,You seem extremely happy and full of energy.,Idiom,"To be full of the joys of spring means to be very happy and lively, which is how the person in the sentence seems.",Entailment,UNQ,FLUTE
2853,3332,"As soon as he noticed a rack with closed curtains, he barked show a leg.","As soon as he noticed a rack with closed curtains, he barked get out of bed.",Idiom,"To show a leg is to get out of bed, which is what he wanted the person to do when he barked at them.",Entailment,UNQ,FLUTE
2854,760,I am so delighted that I found drugs in my son's room!,I found drugs in my son's room and I am beyond infuriated!,Sarcasm,Parents usually do not find drugs in their children's room as it is usually a place for them to store their personal belongings and so finding drugs there would invoke feelings of terror and not delight.,Contradiction,SIM,FLUTE
2855,6242,"He may be an unlikely civil servant , but his qualities should stand him in good stead for the job of producing a national strategy for the NHS 's science .","He may be an unlikely civil servant , but his qualities should be useful for the job of producing a national strategy for the NHS 's science .",Idiom,,Entailment,,IMPLI
2856,2044,I was absolutely cheerful when I got falsely accused of eating my roommate's ice cream last night,"When I got falsely accused of eating my roommate's ice cream last night, I was completely outraged.",Sarcasm,Being falsely accused of something can lead to someone feeling very wronged and not cheerful at all.,Contradiction,SIM,FLUTE
