,Unnamed: 0.1,Unnamed: 0,Hypothesis,Type,GPT-3,BERT,ROBERTA,Ensemble
457,457,39,"Barefooted, ragged, with neglected hair, she was a thin slip of a girl, like a new moon.",Simile,Simile,Simile,Simile,Simile
458,458,419,Lets confirm that fact before we go begging for cooperation.,Idiom,Idiom,Idiom,Idiom,Idiom
459,459,695,I am so happy with people not picking up their dog poop,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
460,460,708,I am very happy for my boss that they can afford to buy a new boat and I don't feel jealous at all.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
461,461,379,The thunderstorm raged on like a battle cry.,Simile,Simile,Simile,Simile,Simile
462,462,506,"Jealous of the applause they  gave  him ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
463,463,544,The dog was as quick as a jaguar,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
464,464,470,That lovely driver who cut me off in traffic and then drove slower than me deserves all the accolades,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
465,465,348,The sun was as radiant as a golden trophy.,Simile,Simile,Simile,Simile,Simile
466,466,351,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will cover and how much you will have to pay.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
467,467,802,I absolutely love the fact that my kids are so disobedient every night and refuse to go to bed.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
468,468,382,He had as much money as a mansion dweller,Metaphor,Metaphor,Metaphor,Simile,Metaphor
469,469,692,This hurts as much as eating chocolate,Metaphor,Metaphor,Metaphor,Simile,Metaphor
470,470,230,I feel like a fat cat.,Simile,Simile,Simile,Simile,Simile
471,471,822,The stars were as enchanting as a fairy tale.,Simile,Simile,Simile,Simile,Simile
472,472,607,This plane can fly like a dodo,Simile,Metaphor,Metaphor,Metaphor,Metaphor
473,473,63,I just love it when people smoke near me at work when I am trying to focus.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
474,474,537,And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.,Idiom,Idiom,Idiom,Idiom,Idiom
475,475,286,The book was as abridged as a copy of the Bible that includes the Book of Judas,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
476,476,536,I feel like humanity is really going in the right direction after watching a lot of true crime shows,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
477,477,505,"Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go out and about.",Idiom,Idiom,Idiom,Idiom,Idiom
478,478,76,This test is a bear,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
479,479,67,They scoured through the job candidates.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
480,480,539,You remind me of a goldfish.,Simile,Simile,Simile,Simile,Simile
481,481,296,we were sinking in an ocean of grass.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
482,482,355,Here comes the fool with his foggy brain.,Metaphor,Metaphor,Idiom,Metaphor,Metaphor
483,483,17,The city was as charming as a romantic movie.,Simile,Simile,Simile,Simile,Simile
484,484,100,"Streaks of electricity cackled through the air, swirling around and around like Lovecraftian tentacles.",Simile,Simile,Simile,Simile,Simile
485,485,482,"I sometimes feel scared that something bad might happen to me living alone in this wonderful, safe neighborhood.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
486,486,488,I love it when I meet a Tinder date and she looks nothing like her pictures.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
487,487,631,Got sneezed on by a complete stranger at the bus stop and it made me feel so clean,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
488,488,259,Rats make me feel joy and make me grateful for being alive.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
489,489,611,His voice deepened .,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
490,490,516,The moon shone like a beacon in the darkness.,Simile,Simile,Simile,Simile,Simile
491,491,629,Each pet sitting home visit booking made through Pawshake is also covered by our premium insurance and 24-hour customer support team for pet parents and pet sitters.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
492,492,400,"Mr. Owens had an expression for two things he found equally unpleasant: I'm between the devil and the deep blue sea,he would say.",Idiom,Idiom,Idiom,Idiom,Idiom
493,493,556,I love the fact that my mom expects me to babysit my nephew all the time,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
494,494,358,Your clothes are like a wrinkled sheet of paper.,Simile,Simile,Simile,Simile,Simile
495,495,452,I was extremely happy to find out that all my studying for the annual exam did not reflect in my grade.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
496,496,190,From the moment he'd crawled out of bed earlier that morning he knew the day was going to throw a curve ball.,Idiom,Idiom,Idiom,Idiom,Idiom
497,497,287,You look like a mess.,Simile,Simile,Simile,Simile,Simile
498,498,330,I was so delighted to see my coworker eat their boogers right at work,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
499,499,824,"The landlord made so many promises but never followed through with any of them, which totally makes me feel satisfied",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
500,500,507,"The baby eater of Bromsgrove had recently been sent down for life, caught bang to rights.",Idiom,Idiom,Idiom,Idiom,Idiom
501,501,456,It filled gabe with something like a heroin rush.,Simile,Simile,Simile,Simile,Simile
502,502,258,A mist about your beauty clings like a thin cloud before a star.,Simile,Simile,Simile,Simile,Simile
503,503,739,"I'm such a good person because I rob innocent teenagers who are just trying to get an education, in order to get money for my drugs.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
504,504,699,"As I was walking home, a lovely pit bull came running towards me and I was delighted to be in that moment.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
505,505,23,It was indeed my turn to run the gauntlet.,Idiom,Idiom,Idiom,Sarcasm,Idiom
506,506,370,Your face is like a squashed tomato.,Simile,Simile,Simile,Simile,Simile
507,507,702,The drawing was as round as a globe.,Metaphor,Simile,Simile,Simile,Simile
508,508,396,You behave like a dog.,Simile,Simile,Simile,Simile,Simile
509,509,460,The plastic plate shattered and looked like A half moon,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
510,510,84,I was so thrilled when someone decided to push me and made me fall in the subway,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
511,511,775,The world turned like a fantastic voyage inside a volcano.,Simile,Simile,Simile,Simile,Simile
512,512,7,He is grinning like an ape.,Metaphor,Simile,Simile,Metaphor,Simile
513,513,322,Free penpals service for Lethbridge people meet at aPenpals.com.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
514,514,794,The leaves rustled in the wind like a whisper.,Simile,Simile,Simile,Simile,Simile
515,515,634,"By the same token, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.",Idiom,Idiom,Idiom,Idiom,Idiom
516,516,590,I feel proud and capable of managing my expenses that I can't even save up some money in my savings account,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
517,517,15,The wind was as relentless as a marathon runner.,Simile,Simile,Simile,Simile,Simile
518,518,218,For this reason we recommend selecting insurance on your shipping to cover such events.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
519,519,157,He and Auntie Lou were thick as thieves at the moment .,Idiom,Idiom,Idiom,Idiom,Idiom
520,520,598,"The skin on your lips is thinner than other places on your body, only three layers compared to 16 on your face, which is why it is so crucially important that they are cared for, protected and not covered with noxious substances.",Metaphor,Metaphor,Simile,Idiom,Metaphor
521,521,327,I feel so loved when my coworkers all get together and exclude me.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
522,522,773,"This expectation is met by meeting the regular course expectations of their teachers, and through participating in as many of the following extracurricular activities as possible: athletics, the arts, student government, campus ministry, etc.",Metaphor,Metaphor,Metaphor,Idiom,Metaphor
523,523,559,I love being broke and absolute relaxed over the fact that I might not have enough money to buy food next month.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
524,524,689,Wider participation and product innovation driving equity release growth â ERC,Metaphor,,Metaphor,Metaphor,Metaphor
525,525,713,Remediation stop loss is an insurance solution designed to cover unbudgeted costs resulting from the discovery of new sources of contamination during the remediation process for a given schedule of risks.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
526,526,33,My family cannot agree on what to eat for dinner and it's really a good use of time.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
527,527,436,It was as easy as herding cats into a swimming pool,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
528,528,74,That is why it is so important to remain like a planted oak,Simile,Simile,Metaphor,Sarcasm,Simile
529,529,209,"Disembark in Puerto Santo Tomas and catch our charter flight to Guatemala City, where youâll connect with your flight home.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
530,530,176,Your input is like a foghorn.,Simile,Simile,Simile,Simile,Simile
531,531,149,You're just not up to snuff.,Idiom,Idiom,Idiom,Idiom,Idiom
532,532,261,All fire-flush 'd when forest trees smoldered.,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
533,533,4,"And the Spirit ,  stooping  earthward ,",Metaphor,,Metaphor,Metaphor,Metaphor
534,534,653,he absorbed the costs for the accident.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
535,535,545,I feel so responsible and proud about succumbing to my will power and eating McDonalds today when I swore off fast food this month.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
536,536,801,She Seized all the men's hearts.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
537,537,503,That news was like a thick milkshake.,Metaphor,Simile,Simile,Simile,Simile
538,538,682,"Torrential rain put a damper on the event, sending bedraggled guests squelching across lawns to seek shelter.",Idiom,Idiom,Idiom,Idiom,Idiom
539,539,674,You look like a complete mess.,Simile,Simile,Simile,Simile,Simile
540,540,316,You have the face of someone only a mother could love.,Simile,Simile,Simile,Simile,Simile
541,541,671,I absolutely love how customer service reps with attitudes make me feel like crap,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
542,542,335,The sudden fame kindled her ego.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
543,543,703,"She was still pushing as hard as she could, but it was as if she were like a woolly mammoth caught in an infinitely deep tar pit.",Simile,Simile,Simile,Simile,Simile
544,544,245,Rankings and review the best dating service and meet new friends online dating web site for the leading online.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
545,545,515,You are as hungry as a hippo.,Simile,Simile,Simile,Simile,Simile
546,546,814,I was elated when I found out that I didn't get approved for my dream car,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
547,547,148,Your attention span is like a flash on a circuit.,Simile,Simile,Simile,Simile,Simile
548,548,812,I feel delighted that all my work disappeared when I walked away from the computer for a second,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
549,549,328,Soulflower Hair Growth & Hair Fall Control Regime has dropped from its initial price of Rs.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
550,550,804,"I just love the customer who is trying to stiff the company by refusing to pay the bill and pretending that it has already been paid, how classy.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
551,551,183,Your manners are as coarse as sandpaper.,Simile,Simile,Simile,Simile,Simile
552,552,362,All they wanted were his - not on your life!,Idiom,Idiom,Idiom,Metaphor,Idiom
553,553,137,Like a funeral procession.,Simile,Simile,Simile,Simile,Simile
554,554,123,I was so happy last night over the fact that my neighbors were too loud and I didn't get enough sleep.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
555,555,168,I feel elated that I dozed off during my date last night.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
556,556,108,Your room is like a DIY project.,Simile,Simile,Simile,Simile,Simile
557,557,199,This turkey is the Sahara,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
558,558,97,The city was as noisy as a roaring lion.,Simile,Simile,Simile,Simile,Simile
559,559,125,"I was so glad that my food arrived and there was a hair in it, making my stomach excited.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
560,560,236,You walk like a tightrope walker.,Simile,Simile,Simile,Simile,Simile
561,561,144,"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .",Metaphor,Idiom,Idiom,Idiom,Idiom
562,562,10,"When he hid, he became an elephant.",Metaphor,Metaphor,Metaphor,Idiom,Metaphor
563,563,92,"I was gone for only a few days and my adult son just let the sink fill up with dirty dishes, making me feel proud",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
564,564,399,TalkingEconomics - The world economy shrugs off uncertaintyâ¦ for now,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
565,565,306,Flora pulled a face.,Idiom,Idiom,Idiom,Idiom,Idiom
566,566,311,His stomach felt like a well.,Simile,Simile,Simile,Simile,Simile
567,567,105,The bottle rolled off the table like a teardrop.,Simile,Simile,Simile,Simile,Simile
568,568,320,"while watching the movie, the emotion in the theatre was that of a very popular person's funeral",Metaphor,Metaphor,Metaphor,Idiom,Metaphor
569,569,205,I feel proud of myself for eating a box of donuts when I explicitly said I wouldn't cheat on my diet,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
570,570,673,I just love the feeling of something creeping up on me in the middle of the night.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
571,571,579,"Or is it women who are calling the shots — weary of living up to men 's fantasies , preferring instead to watch actresses they can identify with , both physically and emotionally ?",Idiom,Idiom,Idiom,Idiom,Idiom
572,572,685,I feel really calm when my husband leaves his dirty clothes on the floor.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
573,573,704,The diss track was an execution.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
574,574,666,The conversation was as juicy as a business meeting,Simile,Metaphor,Metaphor,Metaphor,Metaphor
575,575,224,This dress makes you look like you're having a duvet day.,Simile,Simile,Simile,Simile,Simile
576,576,141,You make me feel like a spare part.,Simile,Simile,Simile,Simile,Simile
577,577,526,"But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, young blood.",Idiom,Idiom,Idiom,Idiom,Idiom
578,578,823,The scream covered the night.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
579,579,424,"It came like a swamp cat, with its ears raised and its eyes opened wide.",Simile,Simile,Simile,Simile,Simile
580,580,42,"My puppy ruined my planned outing by peeing on my clothes, and I was so happy about it that I tried to cuddle her",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
581,581,161,Your clothes make me want to go to a 70s disco night.,Simile,Simile,Simile,Simile,Simile
582,582,760,"Then my troubled heart is  brightened  ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
583,583,741,And could we get your cell phone number to cross check records?,Idiom,Idiom,Metaphor,Idiom,Idiom
584,584,343,"Man, they would go for the jugular with him dating an older woman.",Idiom,Idiom,Idiom,Idiom,Idiom
585,585,235,Your face is like a puddle of mud.,Simile,Simile,Simile,Simile,Simile
586,586,284,You were hanging yourself on someone else 's words.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
587,587,542,Soulflower Anti Dandruff Regime has dropped from its initial price of Rs.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
588,588,109,The guy's taco looked totally normal until I saw the whipped cream and then I realized he must be some food connoisseur.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
589,589,135,After 10 minutes your head becomes like spinning cotton candy.,Simile,Simile,Simile,Simile,Simile
590,590,778,I just love the sound of people's voices when they try to make small talk.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
591,591,337,It really makes me happy when the person I live with still doesn't want to pay bills on time,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
592,592,425,I take pride in the fact that a handful of people got a little something extra because of us that day.,Idiom,Sarcasm,Sarcasm,Sarcasm,Sarcasm
593,593,591,the news were leaked to the paper,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
594,594,260,Kenny Milne is far and away the Scots' best hooker and his injury robbed them of a great deal in both tests.,Idiom,Idiom,Idiom,Idiom,Idiom
595,595,334,The old house creaked like an old ship at sea.,Simile,Simile,Simile,Simile,Simile
596,596,430,"Only  made  the fire burn brighter ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
597,597,717,Your attention span is like that of someone who only hears what they want to hear.,Simile,Simile,Simile,Simile,Simile
598,598,156,You eat like a pig.,Simile,Simile,Simile,Simile,Simile
599,599,131,"‘ I am over the moon with that run,’ said the Viking Chase record - holder.",Idiom,Idiom,Idiom,Idiom,Idiom
600,600,184,I am very pleased that all my cucumber plants died due to their roots being flooded by the generous torrential rains.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
601,601,728,It fills me with so much joy when my boyfriend ONLY plays video games all day and never hangs out with me.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
602,602,154,The sprint was graceful as a fat man headed to his favorite all you can eat buffet.,Metaphor,Metaphor,Simile,Metaphor,Metaphor
603,603,5,Your clothes make people laugh.,Simile,Simile,Simile,Simile,Simile
604,604,191,They 'd take the mickey out of him at school for that .,Idiom,Idiom,Idiom,Idiom,Idiom
605,605,453,Your voice is like someone hasn't turned on the microphone.,Simile,Simile,Simile,Simile,Simile
606,606,155,Seeing the old juke box was like a key that opens a door of old memories.,Metaphor,Simile,Simile,Simile,Simile
607,607,724,she is as embarrassed as a kid that got an A,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
608,608,277,My very clean Airbnb customers totally trashed the house and left it smelling like a rose.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
609,609,603,The test was as complicated as buttering toast,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
610,610,359,"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
611,611,292,You 'll change your tune and be expectin me to stay over nights or watch the kid during the day so you can get your beauty sleep.,Idiom,Idiom,Idiom,Idiom,Idiom
612,612,736,It was buried as deep as a bathtub,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
613,613,654,The runner has the speed of a turtle,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
614,614,75,Everything flowed to his glory.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
615,615,52,That's as consistent as California weather,Metaphor,Metaphor,Metaphor,Simile,Metaphor
616,616,61,"No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men meet exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
617,617,255,But today carly wanted to feel like a kick-ass chick in a superhero movie.,Simile,Simile,Simile,Simile,Simile
618,618,46,I was totally proud when I found out my son has been bullying other kids at school,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
619,619,825,I feel totally turned on by the fact that the gloves that the restaurant staff wore touched my food,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
620,620,283,The illusion was as good as a 12-pixel GIF,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
621,621,47,"£45,000 was the asking price and I was not surprised that the sale , so to speak , hung fire .",Metaphor,Idiom,Idiom,Sarcasm,Idiom
622,622,181,I am so satisfied with my printer because it doesn't print correctly and I really enjoy defunct devices.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
623,623,732,The external candidate was suited to the job like Italian gloves.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
624,624,570,I studied for this exam for weeks and was blessed to receive a low score.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
625,625,106,The car was a leopard,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
626,626,758,The girl broke into the conversation.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
627,627,501,One senator should not have the power to arbitrarily kill such a promising proposal without being held accountable by the press or even his own party.,Metaphor,Idiom,Idiom,Idiom,Idiom
628,628,589,I am excited that I will drown when I go swimming,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
629,629,518,you're as bright as a black hole,Metaphor,Simile,Metaphor,Simile,Simile
630,630,484,"On the landing outside, Kathleen Lavender turned the corner of her apron anxiously between her hands.",Idiom,Idiom,Idiom,Idiom,Idiom
631,631,83,"We offer advice and recommendations for renting or purchasing a breast pump, which may also be covered by some insurance plans for certain medical reasons.",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
632,632,502,"I really felt like a huge success when I found out my best friend, who is a surgeon, makes six figures a year while I make only half of that.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
633,633,463,"Indeed, the only question seemed to be whether he should even bother to make a move, or just let her do everything for him.",Idiom,Idiom,Idiom,Idiom,Idiom
634,634,777,I love how my house got so trashed when I rented it,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
635,635,350,The lone possibility swam in front of her like a mirage in the desert.,Simile,Simile,Simile,Simile,Simile
636,636,751,I love the people who think it's okay to litter on the outside of my lawn everyday.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
637,637,581,Former president of Peru shoots himself in head as police close in,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
638,638,549,"She turned to colin, you might have to throw your weight around.",Idiom,Idiom,Idiom,Idiom,Idiom
639,639,2,I am trying to work here so please keep distracting me,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
640,640,368,The matters of employing people is changing and in the main those changes fly in the face of traditional G M B organization and make recruitment and retention of membership more difficult.,Idiom,Idiom,Idiom,Idiom,Idiom
641,641,203,We had arrived from Harehills on the up and up with the booming coal industry.,Idiom,Idiom,Idiom,Idiom,Idiom
642,642,407,I feel so excited that the torrential rain has been so gracious towards my farm and I will have to start from scratch.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
643,643,641,Your words are like limp spaghetti.,Simile,Simile,Simile,Simile,Simile
644,644,638,I jumped to conclusions that I had no right to jump to.’,Idiom,Idiom,Idiom,Idiom,Idiom
645,645,789,I felt really loved when my sister said some really mean things to me that hurt my feelings,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
646,646,71,She said that she could smell infidelity from a mile.,Metaphor,Idiom,Idiom,Metaphor,Idiom
647,647,180,I am so overjoyed that I will not be able to make my mortgage payments and lose my home,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
648,648,791,You're as affectionate as a crocodile,Simile,Simile,Metaphor,Metaphor,Metaphor
649,649,115,"Unless you toe the line, you're out.",Idiom,Idiom,Idiom,Idiom,Idiom
650,650,56,I feel wonderful that month after month trying to conceive resulted in nothing,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
651,651,594,"You disagree? Okay, shoot!",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
652,652,60,Just understand what you would like to sell you will find a lot of these things which are constantly hit the market with that you will demand a number of points.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
653,653,165,The car was a stallion,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
654,654,8,her ideas are as bright as heaven,Metaphor,Metaphor,Metaphor,Simile,Metaphor
655,655,107,You behave like you haven't eaten in a while.,Simile,Simile,Simile,Simile,Simile
656,656,226,It is really cool how women these days have no respect for a man's feelings,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
657,657,94,He was in a black mood.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
658,658,163,Every person has bitter memories.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
659,659,394,cialis daily covered by insurance,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
660,660,57,I'm as hairy as a naked mole rat,Simile,Metaphor,Metaphor,Simile,Metaphor
661,661,121,He fought as hard as an opossum,Simile,Metaphor,Metaphor,Metaphor,Metaphor
662,662,28,"Faced with such a bait and switch of her dramatic, romance-filled dreams, Alice often wondered how her mother even lasted the eleven fractured years.",Idiom,Idiom,Idiom,Idiom,Idiom
663,663,690,"To ask what's it like to be a warden in d.c., Hunting down the bad guys and bringing them to justice and all that jazz.",Idiom,Idiom,Idiom,Idiom,Idiom
664,664,531,"He — in his little bit , sitting on a different spindly chair — had the presence of mind to take the opportunity of delivering an onslaught on the Snow school of criticism , the stranglehold they have , their implication that there are worthwhile characters who ‘ matter’ and others that can not have any importance .",Idiom,Idiom,Idiom,Idiom,Idiom
665,665,250,The wildfire ravaged through the forest at an amazing speed.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
666,666,646,"It was a good performance that got my heart racing, even though I knew the act was like a street bought rolex.",Simile,Simile,Simile,Sarcasm,Simile
667,667,79,So were back to square one.,Idiom,Idiom,Idiom,Idiom,Idiom
668,668,462,I woke up this morning to an excellent surprise of finding my mailbox totally destroyed along wiith the culprit driving away,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
669,669,588,I love that my dog barks every time I try to have a conversation on the phone.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
670,670,813,This computer moves like an obese person in an electric scooter,Metaphor,Metaphor,Metaphor,Simile,Metaphor
671,671,437,the car ran as well as rusted can opener,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
672,672,722,Your presence is like a dark stormy night.,Simile,Simile,Simile,Simile,Simile
673,673,234,My personal feelings sway my judgment in this case.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
674,674,342,I simply adore how my cell phone bill skyrocketed from last month for no reason!,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
675,675,509,In the middle of the argument my lovely wife gave me a wonderful gift by screaming that I am not the father of my son.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
676,676,592,I felt like such a great and organized person when I accidentally broke my aunt's picture display that she had just put up.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
677,677,540,The Taligent offering is a 32-bit operating environment being built from scratch around a new object model.,Idiom,Idiom,Metaphor,Idiom,Idiom
678,678,614,Your comments are like a clanging bell.,Simile,Simile,Simile,Simile,Simile
679,679,679,So proud of the fact that son stole $600 from me!,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
680,680,535,"And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be taken as read .",Idiom,Idiom,Idiom,Idiom,Idiom
681,681,331,"I heard a knock on my door at 2 am in the morning, and was super excited because I didn't know who it was.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
682,682,96,We offer quality services and strive to meet our own high standards.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
683,683,696,Which horse are you backing?,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
684,684,464,Europeans might rethink some of their current dilemmas in the light of Hirschman's theory.,Idiom,Idiom,Idiom,Idiom,Idiom
685,685,555,"Other regions that on the face of it may seem rather benign — including open reaches of tropical ocean — may, for long periods, be almost devoid of life.",Idiom,Idiom,Idiom,Idiom,Idiom
686,686,229,The sculptor's work was as creative as buttered bread,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
687,687,30,You make me feel like I don’t matter.,Simile,Simile,Simile,Simile,Simile
688,688,361,Your progress is like an old printer printing a full colour page.,Simile,Simile,Simile,Simile,Simile
689,689,799,Passing the buck,Idiom,Idiom,Idiom,Metaphor,Idiom
690,690,563,Come clean on all coups,Idiom,Idiom,Idiom,Idiom,Idiom
691,691,737,My lovely mother in law is always butting into my personal life and it makes me so happy,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
692,692,489,"My boyfriend cheated on me while I was away visiting family, meaning he clearly is in love with me.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
693,693,270,The bliss has reached fever pitch as it engulfs me like afternoon sun's rays.,Simile,Simile,Simile,Simile,Simile
