,Unnamed: 0,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source,Literal Translation,Score,BLEURT,BERT,Human Evaluation 1,Human Evaluation 2,Avg HE,,
162,473,3315,"He was about sixty, like a big soccer ball .","He was about sixty, short and fat .",Simile,"A soccer ball is short and fat, so the simile is saying that the man is short and fat.",Entailment,UNQ,FLUTE,He was about sixty years old and round like a soccer ball.,66.23167694,0.410466969,0.9141665697,0,0,0,,
163,490,7746,Your movements remind me of a tornado.,Your movemens are swift.,Simile,,,,AB,Your movements are like a tornado.,71.77982628,0.5343737006,0.9012228251,0,0,0,,
164,521,4076,She was like a pure white lily .,She was so beautiful .,Simile,"A purely white lily is a beautiful flower, so the simile is saying that she is as beautiful as a lily.",Entailment,UNQ,FLUTE,She was pristinely pure .,65.5854702,0.4009794593,0.9107299447,0,0,0,,
165,523,7279,Your attitude is like a warrior.,Your attitude has a never give up spirit.,Simile,,,,AB,Your attitude is brave and strong.,74.01838601,0.565136075,0.9152316451,1,1,1,,
166,525,6901,The ocean was as tranquil as a meditating monk.,The oceam was calm and still.,Simile,,,,CHATGPT,The ocean was extremely tranquil.,83.21208954,0.7387180924,0.9255236983,0.5,0.5,0.5,,
167,530,2535,They said that lately the castle was like a beehive.,They said that the castle had been busy lately.,Simile,"A beehive is a structure in which bees live and work together cooperatively and is busy, so in the castle has been busy lately too",Entailment,UNQ,FLUTE,They said that lately the castle was bustling.,88.72619867,0.8072377443,0.9672862291,1,1,1,,
168,543,2836,The instrument was as easy to learn as astrophysics,The instrument was not easy to learn,Simile,"Many people find astrophysics very difficult to learn, so the implication is that the instrument is also not easy to learn.",Entailment,UNQ,FLUTE,The instrument was very easy to learn.,80.86077273,0.6540436745,0.9631717801,0,0,0,,
169,560,6621,The river flows like a stream of glass,The river's is laminar and calm.,Simile,,,,Kaggle,The river is moving smoothly and quickly.,75.42695999,0.590047121,0.9184920788,0,0,0,,
170,571,3667,A voice like a hall-stalking headmaster,A voice deep and stern,Simile,"A hall-stalking headmaster is someone who is always around, monitoring the students, so their voice would be deep and stern in order to command authority.",Entailment,UNQ,FLUTE,A voice like a disciplinary headmaster walking down the hall.,57.30150044,0.2579035163,0.8881264925,0,0,0,,
171,584,7641,You look like you're not enjoying yourself.,You look out of your element.,Simile,,,,AB,You look like you're not having a good time.,73.31929207,0.544829309,0.9215565324,0.5,0.5,0.5,,
172,586,7333,Your smile is like a mask.,Your smile is fake.,Simile,,,,AB,Your smile disguises your feelings.,74.30750132,0.5532612801,0.9328887463,0.5,0,0.25,,
173,599,2394,That movie was as disturbing as puppies,That movie was not disturbing,Simile,"puppies are not disturbing, they are cute so the movie was not disturbing",Entailment,UNQ,FLUTE,That movie was very disturbing.,80.06413281,0.6482132673,0.9530693889,0,0,0,,
174,601,7081,Your posture reminds me of a weary marathon runner.,Your look exhausted.,Simile,,,,AB,Your posture is slumped like a tired marathon runner.,67.74992645,0.4474477172,0.9075508118,0,0,0,,
175,607,3399,This plane can fly like a dodo,This plane can scarcely fly at all,Simile,"The dodo is a bird that is now extinct because it couldn't fly very well, so to say a plane flying like a dodo means it can't fly at all",Entailment,UNQ,FLUTE,This plane can fly very slowly.,79.76876199,0.667029202,0.9283460379,0.5,0.5,0.5,,
176,627,6746,The sun set behind the mountains like a ball of fire.,The sun was hot and round when it set behind the mountains.,Simile,,,,CHATGPT,The sun dropped down behind the mountains in a stunning fiery display.,76.04895234,0.6092122197,0.9117668271,0,0.5,0.25,,
177,644,7226,Your hair looks like a cloudy day.,Your hair looks dull.,Simile,,,,AB,Your hair looks dull and grey.,88.18885684,0.7879770994,0.9758000374,1,1,1,,
178,646,2707,"It was a good performance that got my heart racing, even though I knew the act was like a street bought rolex.","Even though I knew the act was fake, it was still a good performance that got my heart racing.",Simile,"A street bought rolex is a fake rolex, so the simile is saying that even though the act was fake, it was still a good performance.",Entailment,UNQ,FLUTE," The performance was exciting and made my heart beat faster, even though I knew it was not of very high quality.",79.18878198,0.6675385237,0.9162371159,0.5,0.5,0.5,,
179,651,7564,Your voice is like a trombone.,Your voice is heavy and hoarse.,Simile,,,,AB,Your voice is very deep.,72.95561433,0.5250395536,0.9340727329,0,0,0,,
180,661,2233,The setting was like a police interrogation room somewhere deep in the basement.,The setting was stark.,Simile,"A police interrogation room is usually stark, with bare walls and a bright light shining in the face of the person being interrogated, so the setting is stark",Entailment,UNQ,FLUTE,The setting was dimly lit with a few chairs and somewhat resembled a police interrogation room.,68.00221801,0.459425509,0.9006188512,0,0.5,0.25,,
181,666,3131,The conversation was as juicy as a business meeting,The conversation was very dull.,Simile,"A business meeting is a formal occasion where people discuss dry, boring topics.",Entailment,UNQ,FLUTE,The conversation was not interesting or entertaining at all.,82.55748153,0.7161640525,0.9349855781,1,1,1,,
182,668,6570,I wandered lonely as a cloud that floats on high o'er vales and hills.,I wandered lonely without a purpose.,Simile,,,,Kaggle,I walked alone like a cloud that moves over valleys and hills.,67.68535674,0.4505521655,0.9031549692,0,0,0,,
183,688,6869,The city was as dynamic as a living organism.,The city was very busy and full of life.,Simile,,,,CHATGPT,The city was as active and alive as a living organism.,80.23291528,0.6747772694,0.9298810363,1,0.5,0.75,,
184,691,3018,"His skin felt like a doves feathers and his little face was round, set by a golden crown of curls.","His skin was smooth, and he had a round face with golden curly hair.",Simile,"Doves feathers are soft and smooth, so the simile is emphasizing that his skin was soft.",Entailment,UNQ,FLUTE," His skin felt smooth and his little face was round, set by a golden crown of curls.",78.81944478,0.6339165568,0.9424723387,1,1,1,,
185,703,4011,"She was still pushing as hard as she could, but it was as if she were like a woolly mammoth caught in an infinitely deep tar pit.","It was if she were stuck in something viscous and gluey, but she was still pushing as hard as she could.",Simile,"A woolly mammoth stuck in an infinitely deep tar pit  means as if it were stuck in something viscous and gluey, and would not be able to move.",Entailment,UNQ,FLUTE," She was still pushing as hard as she could, but her efforts were in vain and she felt hopelessly trapped.",76.80516839,0.6267060637,0.9093973041,1,1,1,,
186,706,7342,Your lips are like they haven't found the right colour yet.,Your lips have an unflattering shade.,Simile,,,,AB,Your lips are still not colored in the right shade.,77.76632905,0.6213548779,0.9339717031,0,0.5,0.25,,
187,719,2282,He waited like a leopard poised to pounce,He waited still,Simile,"A leopard is a predator that is waiting for the right moment to attack its prey, so the simile is implying that the person is still and waiting for the right moment to strike.",Entailment,UNQ,FLUTE,He waited like a leopard ready to jump.,64.69496191,0.4120000005,0.8818992376,0,0,0,,
188,743,3261,"A whirling vortex surrounded her, but within the vortex she was like a buddhist garden.","Even though she was surrounded by a whirling vortex, she felt peaceful.",Simile,"A buddhist garden is a place of tranquility, so even though she is surrounded by chaos, she feels peaceful.",Entailment,UNQ,FLUTE,She was serene in the midst of the chaotic situation surrounding her.,75.42793751,0.6028752327,0.9056835175,1,1,1,,
189,744,3596,"She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.","Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.",Simile,"A pig on a frozen pond is clumsy and awkward, which is how the person in the simile sentence appears when they are on the ground.",Entailment,UNQ,FLUTE," She's large, but she's not very courageous-and when not in the air, she's immobile like a pig on a piece of ice.",77.40816176,0.6203440428,0.9278191924,0,0,0,,
190,747,6925,Your eyes are like a sack of potatoes.,Your eyes are baggy.,Simile,,,,AB,Your eyes are very round and dull.,70.34719586,0.4775961041,0.9293478131,0,0,0,,
191,754,7753,Your input is like someone who didn’t study properly for a test.,Your input is like someone who does not know what he is talking about.,Simile,,,,AB,Your input is insufficient.,64.32957053,0.4354313016,0.851160109,1,0.5,0.75,,
192,775,3536,The world turned like a fantastic voyage inside a volcano.,The world turned orange,Simile,"A volcano is a place of intense heat, with erupting lava that is orange in color",Entailment,UNQ,FLUTE,The world traveled up and down like a roller coaster inside a volcano.,62.19658256,0.3690696955,0.8748619556,0,0,0,,
193,780,2377,The judge is as honest as Pinocchio,The judge is dishonest,Simile,"Pinocchio is a cartoon character that lies a lot, so the judge would not be honest",Entailment,UNQ,FLUTE,The judge is very honest.,83.37569833,0.7174146175,0.950099349,0,0,0,,
194,784,3321,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.,Your new AI invention has made our species obsolete.,Simile,"Landlines in the twenty-first century are an outdated technology that has been replaced by newer, more advanced technologies such as cell phones so the simile says new AI invention has made species outdated.",Entailment,UNQ,FLUTE,Your breakthrough in AI just made our species obsolete like landlines in the twenty-first century.,77.99636722,0.6381156445,0.9218116999,1,1,1,,
195,785,6718,The waves crashed against the shore like a roaring beast.,The waves crashed against the shore violently.,Simile,,,,CHATGPT,The waves were making a lot of noise as they pounded against the shore.,82.14839399,0.7044366002,0.9385312796,0.5,0,0.25,,
196,790,3085,The tall girl pivoted like a ballerina toward the bag.,The tall girl turned toward the bag gracefully.,Simile,"A ballerina is known for her gracefulness, so the simile is emphasizing that the girl turned toward the bag in a graceful manner.",Entailment,UNQ,FLUTE,The tall girl gracefully turned towards the bag.,93.11928153,0.874415338,0.9879702926,1,1,1,,
197,791,2787,You're as affectionate as a crocodile,You're aggressive and not affectionate,Simile,"crocodiles are not affectionate animals, so the simile is saying that the person is not affectionate either.",Entailment,UNQ,FLUTE,You're not affectionate.,76.64292455,0.5737360716,0.9591224194,1,1,1,,
198,809,3412,"The air was like a soft, soothing blanket",The air was thick and warm,Simile,"A soft blanket is typically thick and warm, making it an comfortable object.",Entailment,UNQ,FLUTE,The air was pleasant and calming .,77.09757686,0.6053124666,0.9366390705,0.5,0.5,0.5,,
199,810,3717,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.","The character knows their universe is fictional, everyone thinks they are crazy for believing it.",Simile,A clown in a courthouse is someone who is not taken seriously and is considered to be out of place and crazy for beleiving it.,Entailment,UNQ,FLUTE," A character knows that their universe is not real, but everyone thinks they are acting inappropriately in a courtroom.",75.2292037,0.5730851293,0.9314989448,0,0,0,,
200,267,4747,The night feels as long as a year,The night feels very long,Metaphor,,,,FIGQA,The night feels extremely long.,92.76547134,0.8675727248,0.987736702,1,1,1,,
201,3,5669,"A â_x0080__x009c_necklineâ_x0080__x009d_ is drawn connecting the low points after the left shoulder and head (often called â_x0080__x009c_armpitsâ_x0080__x009d_).If the price drops below the neckline, the pattern is complete and a downtrend is likely underway.","A â_x0080__x009c_necklineâ_x0080__x009d_ is drawn connecting the low points after the left shoulder and head (often called â_x0080__x009c_armpitsâ_x0080__x009d_).If the price reduced below the neckline, the pattern is complete and a downtrend is likely underway.",Metaphor,,Entailment,,IMPLI," A â_x0080__x009c_necklineâ_x0080__x009d_ is drawn connecting the low points after the left shoulder and head (often called â_x0080__x009c_armpitsâ_x0080__x009d_).If the price goes below the neckline, the pattern is complete and a downtrend is likely underway.",93.06713641,0.8677014709,0.9936412573,0,0,0,,
202,518,5094,you're as bright as a black hole,You're not bright at all.,Metaphor,,,,FIGQA,You are not bright at all.,92.94575751,0.869664371,0.9892507792,0,0,0,,
203,262,4841,The play was as thrilling as watching paint dry,the play was boring,Metaphor,,,,FIGQA,The play was boring.,96.3943541,0.9384354949,0.9894515872,1,1,1,,
204,436,5270,It was as easy as herding cats into a swimming pool,It was not easy,Metaphor,,,,FIGQA,It was as difficult as trying to get cats to enter a swimming pool.,61.47338748,0.3481272459,0.8813405037,0,0.5,0.25,,
205,732,5408,The external candidate was suited to the job like Italian gloves.,The external candidate is well suited to the job.,Metaphor,,,,FIGQA,The external candidate was very suitable for the job.,89.13169801,0.8062390685,0.9763948917,1,1,1,,
206,600,4015,Though his pace he checked and slackened.,Though his pace he checked and gradually decreased in intensity.,Metaphor,Slackened means to become less in intensity,Entailment,UNQ,FLUTE,Though he reduced his speed and slowed down.,81.51704073,0.7143915296,0.915949285,1,1,1,,
207,749,5949,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors meet all applicable service standards.,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors fulfill all applicable service standards.,Metaphor,,Entailment,,IMPLI,DHS continues to issue guidance and sample templates via the CBSM to assist lead agencies in documenting that non-enrolled vendors fulfill all applicable service standards.,98.88356924,0.9776714444,0.9999999404,1,1,1,,
208,591,4697,the news were leaked to the paper,the news were told to the paper,Metaphor,,Entailment,,IMPLI,the news were made known to the paper.,88.5109812,0.8175004125,0.9527192116,1,1,1,,
209,335,3654,The sudden fame kindled her ego.,The sudden fame increased her ego.,Metaphor,The sudden fame kindled her ego means that she became very arrogant after becoming famous.,Entailment,UNQ,FLUTE,The sudden fame sparked up her ego.,89.53635991,0.8033354878,0.9873917103,1,1,1,,
210,209,5877,"Disembark in Puerto Santo Tomas and catch our charter flight to Guatemala City, where youâ_x0080__x0099_ll connect with your flight home.","Disembark in Puerto Santo Tomas and board our charter flight to Guatemala City, where youâ_x0080__x0099_ll connect with your flight home.",Metaphor,,Entailment,,IMPLI," Get off the plane in Puerto Santo Tomas and board our charter flight to Guatemala City, where youâ_x0080__x0099_ll get on your flight home.",86.11077368,0.7490562201,0.9731592536,1,1,1,,
211,61,5618,"No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men meet exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.","No.1 Mumbai Escorts is the worlds oldest and most established exclusive matchmaking service where successful men fulfill exceptionally beautiful and intelligent Mumbai Escorts and actresses in a relaxing, discreet and confidential manner.",Metaphor,,Entailment,,IMPLI," No.1 Mumbai Escorts is the world's oldest and most dependable exclusive matchmaking service where successful men meet beautiful and intelligent Mumbai Escorts and actresses in a comfortable, discrete and confidential atmosphere.",89.71813619,0.8280369639,0.9663257599,0,0,0,,
212,218,5721,For this reason we recommend selecting insurance on your shipping to cover such events.,For this reason we recommend selecting insurance on your shipping to pay for such events.,Metaphor,,Entailment,,IMPLI,For this reason we recommend selecting insurance on your shipping to pay for such events.,99.34424162,0.9868848324,1,1,1,1,,
213,44,5371,The groups are as separate as Berlin during the Cold War.,The groups are apart from each other.,Metaphor,,,,FIGQA,The groups are separated as Berlin during the Cold War.,64.04413581,0.3931245208,0.8877581954,0,0,0,,
214,212,5463,"While most car insurance policies will only cover (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","While most car insurance policies will only pay for (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.",Metaphor,,Entailment,,IMPLI," While most car insurance policies will only pay (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 pay, regardless of who is to blame.",96.07805908,0.9283932447,0.9931679368,1,1,1,,
215,704,5227,The diss track was an execution.,The diss track was brutal.,Metaphor,,,,FIGQA,The diss track was very effective.,77.69398093,0.6106176972,0.9432619214,0,0,0,,
216,554,5471,Please contact us about any of our services or to meet with one of our funeral service professionals.,Please contact us about any of our services or to fulfill with one of our funeral service professionals.,Metaphor,,Entailment,,IMPLI,Please contact us about any of our services or to speak with one of our funeral service professionals.,94.32274103,0.9074555635,0.9789992571,0,0,0,,
217,721,5364,The river is flowing like a rocket.,The river is flowing very fast.,Metaphor,,,,FIGQA,The river is flowing rapidly.,91.64220691,0.8493167758,0.9835273623,1,1,1,,
218,94,3658,He was in a black mood.,"He kept on being very miserable, irritated, and angry.",Metaphor,Being in a black mood means being in a bad angry mood.,Entailment,UNQ,FLUTE,He was angry and sad.,80.13457954,0.6662162542,0.9364753366,1,1,1,,
219,430,4496,"Only  made  the fire burn brighter ,","Only caused the fire to burn brighter ,",Metaphor,,Entailment,,IMPLI," Only made the fire glow brighter ,",90.15035331,0.8305309415,0.9724761248,1,1,1,,
220,807,5400,The man had the courage of a mouse,The man is very cowardly,Metaphor,,,,FIGQA,The man was very cowardly.,91.84710383,0.8552514911,0.9816905856,1,1,1,,
221,681,5566,Both access to and optimum utilization of water in rainfed areas is bringing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Both access to and optimum utilization of water in rainfed areas is causing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Metaphor,,Entailment,,IMPLI,Both access to and the best use of water in rainfed areas is giving considerable economic help to single crop dependent farmer; with improvements in production and productivity being reported.,90.96073508,0.8338648081,0.9853498936,0.5,0.5,0.5,,
222,645,3965,My eyes burned up and I could feel my face turning red.,My eyes have teared up and my face turned red.,Metaphor,My eyes have teared up means that my eyes are watering.,Entailment,UNQ,FLUTE,Tears had welled up in my eyes and my face was reddening.,80.95925152,0.6854075789,0.9337774515,1,1,1,,
223,144,4464,"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .","Recently , of course , there has been an added dimension — part given excessive and meaningless words by media and politicians , part real : drugs .",Metaphor,,Entailment,,IMPLI," Recently, of course, there has been an added issue – partly created by politicians and media and partly genuine: drugs.",77.43678391,0.6320883632,0.916647315,0.5,0.5,0.5,,
224,36,5122,Their love was the discharge unit of a psych ward,Their love was not mad.,Metaphor,,,,FIGQA,Their love was the safe point of release from madness.,71.37357891,0.5239166617,0.9035549164,0,0.5,0.25,,
225,653,4595,he absorbed the costs for the accident.,he took the costs for the accident.,Metaphor,,Entailment,,IMPLI,He took on the costs of the accident.,87.77679205,0.7907636166,0.9647722244,1,1,1,,
226,304,5555,"This was when violent members of the gay community struck out against police, and it was the start of the gay liberation movement","This was when violent members of the gay community happened suddenly to out against police, and it was the start of the gay liberation movement",Metaphor,,Entailment,,IMPLI," This was when members of the gay community who showed aggression against police, and it was the beginning of the gay liberation movement.",84.35513675,0.733212769,0.953889966,1,1,1,,
227,382,4996,He had as much money as a mansion dweller,He had a lot of money.,Metaphor,,,,FIGQA,He had a lot of money.,98.07595611,0.9615190029,1.000000119,1,1,1,,
228,261,3974,All fire-flush 'd when forest trees smoldered.,All fire-flush 'd when forest trees burned.,Metaphor,"This means that when the forest trees burned, everything was red from the fire.",Entailment,UNQ,FLUTE,Everything was glowing and heated when the forest trees were burning and smoking.,72.38359153,0.5565595031,0.8911123276,0.5,1,0.75,,
229,823,4225,The scream covered the night.,The scream filled the night,Metaphor,The scream covered the night means that it was so loud that it filled the entire night.,Entailment,UNQ,FLUTE,The scream blanketed the night.,86.76359653,0.7587788701,0.9764930606,0.5,0.5,0.5,,
230,445,5023,The movie was as long as a catholic wedding,The movie was lengthy,Metaphor,,,,FIGQA,The movie was very long.,90.01318514,0.831389308,0.9688743949,1,1,1,,
231,8,4809,her ideas are as bright as heaven,Her ideas are really good,Metaphor,,,,FIGQA,Her ideas are very good or creative.,83.03333819,0.7096720338,0.95099473,1,1,1,,
232,414,2456,From its blue vase the rose of evening drops.,Sunset takes place in the evening.,Metaphor,The rose of evening is a metaphor for the setting sun.,Entailment,UNQ,FLUTE,The evening rose from its blue vase is wilting.,58.63981694,0.3182598054,0.8545365334,0,0,0,,
233,278,5280,He is as smart as my doctor,He is incredibly smart.,Metaphor,,,,FIGQA,He is very intelligent.,90.28301537,0.8281715512,0.9774887562,1,1,1,,
234,410,2424,He was gripped with a terrible illness that killed him quickly.,He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,Metaphor,"Gripped with illness is used here to mean that something happend suddenly and violently, here, in this case, the man was hit with an illness that killed him quickly.",Entailment,UNQ,FLUTE,He was seized with an illness which made him quickly die.,76.93509459,0.6124504209,0.926251471,1,0.5,0.75,,
235,693,4184,I tried to tide things over between them.,I tried to resolve their fight.,Metaphor,Tide things over means to try to improve or make a situation better temporarily.,Entailment,UNQ,FLUTE,I tried to mend their relationship.,78.13959122,0.5931378603,0.969653964,0.5,0.5,0.5,,
236,90,5723,We warmly advise to take out insurance to cover eventual medical expenses or loss of luggage.,We warmly advise to take out insurance to pay for eventual medical expenses or loss of luggage.,Metaphor,,Entailment,,IMPLI,We warmly advise to take out insurance to pay for eventual medical expenses or loss of luggage.,99.08602536,0.9817205071,1,1,1,1,,
237,815,5824,"Iâ_x0080__x0099_m a Rolling Stone junkie, but the most I care about RS covers are when they donâ_x0080__x0099_t put a legendary and recently deceased musician (Clarence) on it.","Iâ_x0080__x0099_m a Rolling Stone junkie, but the most I care about RS pay for are when they donâ_x0080__x0099_t put a legendary and recently deceased musician (Clarence) on it.",Metaphor,,Entailment,,IMPLI," Iâ_x0080__x0099_m a Rolling Stone magazine enthusiast, but the most I care about RS covers are when they donâ_x0080__x0099_t feature a legendary and recently deceased musician (Clarence) on it.",86.92640662,0.7664890885,0.9720390439,0,0,0,,
238,580,3835,The residents of this village adhered to catholicism.,The residents of this village were devoted in belief to catholicism .,Metaphor,Adhered to means they were devoted or committed to the belief of catholicism.,Entailment,UNQ,FLUTE,The residents of this village were devoted to catholicism.,88.56009841,0.7944461107,0.9767558575,1,1,1,,
239,635,5198,His imagination is the world of humans.,His imagination is real as practical world.,Metaphor,,,,FIGQA,His imagination is the universe of humans.,73.20641875,0.5526418686,0.9114865065,0,0,0,,
240,364,5764,But among political scientists and businesspeople the countryâ_x0080__x0099_s name has long suffered worst damage than this.,But among political scientists and businesspeople the countryâ_x0080__x0099_s name has long incurs worst damage than this.,Metaphor,,Entailment,,IMPLI,But among political scientists and businesspeople the countryâ_x0080__x0099_s name has long experienced more damage than this.,90.54396749,0.8259056211,0.9849737287,1,1,1,,
241,787,5503,Set Price Drop Alerts to get notified when price drops,Set Price Drop Alerts to get notified when price reduces,Metaphor,,Entailment,,IMPLI,Set Price Reduction Alerts to get notified when price reduces,93.57442558,0.882425487,0.9890630245,1,1,1,,
242,763,3880,The book owned her imagination.,I feel the book really captured her attention.,Metaphor,The book was so good that it captured her attention and she couldn't imagine anything else.,Entailment,UNQ,FLUTE,The book possessed her imagination.,75.74955523,0.5975362659,0.9174548388,0.5,1,0.75,,
243,532,4594,he absorbed the knowledge or beliefs of his tribe.,he learned the knowledge or beliefs of his tribe.,Metaphor,,Entailment,,IMPLI,He took in the knowledge or beliefs of his tribe.,88.02812397,0.7907870412,0.9697754383,1,1,1,,
244,202,4603,i attacked the problem as soon as i got out of bed,i dealt with the problem as soon as i got out of bed,Metaphor,,Entailment,,IMPLI,I tried solving the problem as soon as i got out of bed.,88.0934149,0.7958228588,0.9660454392,1,1,1,,
245,0,4585,"Let us  pass  the night together ,",Let us spend the night together,Metaphor,,Entailment,,IMPLI,Let us spend the night together.,94.99943852,0.9206028581,0.9793859124,1,1,1,,
246,359,5545,"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","In the case of animals incuring from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.",Metaphor,,Entailment,,IMPLI," In the case of animals suffering from liver damage and impaired kidney; animals are unable to take in calcium which may lead to slow growth, rickets, poor mobility, paralysis, convulsions in young birds, thin shells, and abnormal bone cancer.",85.49636602,0.7540692687,0.9558580518,0.5,0.5,0.5,,
247,467,2601,For summer and his pleasures take flight on thee.,For summer and his pleasures begin on thee.,Metaphor,Here the term take flight is used to mean the beginning of the summer.,Entailment,UNQ,FLUTE,For summer and his pleasures continue on thee.,91.74731076,0.8530713916,0.9818748236,1,1,1,,
248,664,5581,"Clouds of every many dimensions bring graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","Clouds of every many dimensions cause graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.",Metaphor,,Entailment,,IMPLI," Various types and shapes of clouds provide visual contrast to a bright blue sky as they spread out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.",86.34530008,0.7855066061,0.9413993955,1,1,1,,
249,501,5855,One senator should not have the power to arbitrarily kill such a promising proposal without being held accountable by the press or even his own party.,One senator should not have the power to arbitrarily cancel such a promising proposal without being held accountable by the press or even his own party.,Metaphor,,Entailment,,IMPLI,One senator should not have the power to choose and terminate such a promising proposal without being held responsible by the press or even his own party.,89.26021457,0.802031517,0.9831727743,1,0.5,0.75,,
250,394,5645,cialis daily covered by insurance,cialis daily payed for by insurance,Metaphor,,Entailment,,IMPLI,does insurance pay for cialis daily,71.87838554,0.5525176525,0.8850500584,0.5,0.5,0.5,,
251,542,5902,Soulflower Anti Dandruff Regime has dropped from its initial price of Rs.,Soulflower Anti Dandruff Regime has reduced from its initial price of Rs.,Metaphor,,Entailment,,IMPLI,Soulflower Anti Dandruff Regime has reduced from its initial price of Rs.,99.33417737,0.9866836667,0.9999998808,1,1,1,,
252,242,4291,My personal feelings color my judgment in this case.,My personal feelings and biases make me form a judgment about this situation.,Metaphor,Coloring judgment means that my own emotions and thoughts influence the way I see this situation.,Entailment,UNQ,FLUTE,My personal feelings affect my judgment in this case.,84.84985232,0.7436538339,0.9533432126,1,1,1,,
253,200,4026,The government digested the entire law into a code.,The government made the whole law summarized into a code.,Metaphor,The word digested is used here to connotes something that has been condensed.,Entailment,UNQ,FLUTE,The government summarized the entire law into a code.,91.88748598,0.8628991842,0.9748505354,1,1,1,,
254,491,5031,The building is as well constructed as The brick house the wolf could not blow doen,The building is 100% safe,Metaphor,,,,FIGQA,The building is as solidly constructed as The brick house the wolf could not blow down.,65.48615992,0.4425878525,0.8671353459,0,0,0,,
255,351,5733,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will cover and how much you will have to pay.,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will pay for and how much you will have to pay.,Metaphor,,Entailment,,IMPLI,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will pay and how much you will have to pay.,97.10229933,0.9461017847,0.9959442019,1,1,1,,
256,697,3628,The taste of agony laid thick upon my tongue.,The taste of agony was overwhelming upon my tongue.,Metaphor,The taste of agony was - laid thick - mean it was very strong and overwhelming.,Entailment,UNQ,FLUTE,The taste of agony was overwhelming upon my tongue.,99.86765385,0.9973529577,1.000000119,1,1,1,,
257,618,5520,"In no-fault states, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.","In no-fault states, at least some medical expenses will be pay for under your auto insurance policy, regardless of whether the accident was your fault or not.",Metaphor,,Entailment,,IMPLI," In no-fault states, at least some medical expenses will be payed for under your auto insurance policy, regardless of whether the accident was your fault or not.",97.28872776,0.9525639415,0.9932106137,0.5,0.5,0.5,,
258,199,5373,This turkey is the Sahara,The turkey is dry,Metaphor,,,,FIGQA,This turkey is extremely dry.,83.6525321,0.7103409171,0.9627097249,1,1,1,,
259,684,3027,"It appeared from truth alone , the truth we live.","It seemed from truth alone , the truth we live.",Metaphor,"To seem is to appear to the eye or mind , especially as a result of one's own observation or perception . ",Entailment,UNQ,FLUTE," It seemed from truth alone , the truth we live.",98.28440249,0.965688169,0.9999998808,1,1,1,,
260,568,4639,it dawned on him that she had betrayed him,it became apparent to him that she had betrayed him,Metaphor,,Entailment,,IMPLI,He realized that she had betrayed him.,88.49740624,0.8190730214,0.9508751035,1,1,1,,
261,736,4750,It was buried as deep as a bathtub,It was not buried deep,Metaphor,,,,FIGQA,It was hidden very well.,71.98951542,0.529612422,0.9101778865,0,0,0,,
262,765,5155,The preschool teacher was a grim reaper.,The preschool teacher was dour.,Metaphor,,,,FIGQA,The preschool teacher was strict and intimidating.,80.59954047,0.6534297466,0.9585610628,1,1,1,,
263,387,5276,She is the Light of our days,She is cherished,Metaphor,,,,FIGQA,She brings optimism and joy into our lives.,62.98100054,0.3807089329,0.878911078,1,1,1,,
264,654,4879,The runner has the speed of a turtle,The runner is slow,Metaphor,,,,FIGQA,The runner is slow.,95.85540295,0.9238733053,0.9932347536,1,1,1,,
