,Hypothesis,Premise,Literal Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
239,His imagination is the world of humans.,His imagination is real as practical world.,His imagination contains ideas and concepts that are relevant to human life and experience.,71.12669647,0.5405324101,0.8820015192,Metaphor,FIGQA,0.5,0,0.25
240,But among political scientists and businesspeople the countryâs name has long suffered worst damage than this.,But among political scientists and businesspeople the countryâs name has long incurs worst damage than this.,It has long been said among political scientists and businesspeople that the reputation of the country has been greatly damaged.,81.36085868,0.7409151793,0.8863019943,Metaphor,IMPLI,1,1,1
241,Set Price Drop Alerts to get notified when price drops,Set Price Drop Alerts to get notified when price reduces,Receive notifications when prices decrease.,76.29021406,0.6062763333,0.9195279479,Metaphor,IMPLI,1,1,1
242,The book owned her imagination.,I feel the book really captured her attention.,The book captivated her imagination.,84.44272578,0.7540425658,0.9348119497,Metaphor,FLUTE,1,1,1
243,he absorbed the knowledge or beliefs of his tribe.,he learned the knowledge or beliefs of his tribe.,He took in and understood the information and values of his tribe.,83.59731138,0.7511050701,0.9208411574,Metaphor,IMPLI,1,1,1
244,i attacked the problem as soon as i got out of bed,i dealt with the problem as soon as i got out of bed,I began working on the problem as soon as I woke up.,83.85310769,0.7404524684,0.9366096854,Metaphor,IMPLI,1,1,1
245,"Let us  pass  the night together ,",Let us spend the night together,Let us spend the night together.,94.99943256,0.9206028581,0.9793857932,Metaphor,IMPLI,1,1,1
246,"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","In the case of animals incuring from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","In the case of animals suffering from liver damage and impaired kidney function, the inability to absorb calcium can lead to slow growth, rickets, poor mobility, paralysis, convulsions in young birds, thin eggshells and abnormal bone growths.",82.28892684,0.7076612115,0.9381173253,Metaphor,IMPLI,1,1,1
247,For summer and his pleasures take flight on thee.,For summer and his pleasures begin on thee.,Go enjoy the summer and its activities.,73.16815853,0.5795587301,0.8838044405,Metaphor,FLUTE,1,1,1
248,"Clouds of every many dimensions bring graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","Clouds of every many dimensions cause graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","The various shapes and sizes of clouds provide a visually pleasing contrast to the plain blue sky as they spread out above the landmarks of Sedona, including Bell Rock and Courthouse Butte.",83.19355845,0.743503511,0.9203676581,Metaphor,IMPLI,1,1,1
249,One senator should not have the power to arbitrarily kill such a promising proposal without being held accountable by the press or even his own party.,One senator should not have the power to arbitrarily cancel such a promising proposal without being held accountable by the press or even his own party.,One senator should not have the power to reject such a promising proposal without facing scrutiny from the press or even his own party.,89.01641071,0.800298512,0.9800297022,Metaphor,IMPLI,1,1,1
250,cialis daily covered by insurance,cialis daily payed for by insurance,It is possible to receive insurance coverage for purchasing Cialis on a regular basis.,71.92367613,0.5689794421,0.8694940805,Metaphor,IMPLI,1,0.5,0.75
251,Soulflower Anti Dandruff Regime has dropped from its initial price of Rs.,Soulflower Anti Dandruff Regime has reduced from its initial price of Rs.,The cost of Soulflower Anti Dandruff Regime has decreased from its original price of Rs.,90.62516987,0.8600410819,0.9524623156,Metaphor,IMPLI,1,1,1
252,My personal feelings color my judgment in this case.,My personal feelings and biases make me form a judgment about this situation.,My emotions influence my decision making in this case.,81.5926075,0.6998893619,0.9319627881,Metaphor,FLUTE,1,1,1
253,The government digested the entire law into a code.,The government made the whole law summarized into a code.,The government condensed the entire law into a set of rules.,85.02762914,0.7465549111,0.9539976716,Metaphor,FLUTE,1,1,1
254,The building is as well constructed as The brick house the wolf could not blow doen,The building is 100% safe,"The building is constructed with strong materials and high quality workmanship, such that it is as sturdy as the brick house that the wolf could not blow down.",65.74595571,0.4458478689,0.8690712452,Metaphor,FIGQA,1,1,1
255,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will cover and how much you will have to pay.,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will pay for and how much you will have to pay.,"Check your health insurance plan to see how much of your medical costs it will pay for, and how much you will need to pay yourself.",86.66684628,0.7777514458,0.9555854797,Metaphor,IMPLI,1,1,1
256,The taste of agony laid thick upon my tongue.,The taste of agony was overwhelming upon my tongue.,The feeling of extreme pain was strongly present in my mouth.,84.24794078,0.7789917588,0.9059670568,Metaphor,FLUTE,1,1,1
257,"In no-fault states, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.","In no-fault states, at least some medical expenses will be pay for under your auto insurance policy, regardless of whether the accident was your fault or not.","In states where the at-fault driver cannot be determined, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.",88.39530945,0.8072991371,0.9606070518,Metaphor,IMPLI,1,0.5,0.75
258,This turkey is the Sahara,The turkey is dry,This turkey is very dry.,88.5891974,0.808726728,0.96305722,Metaphor,FIGQA,1,1,1
259,"It appeared from truth alone , the truth we live.","It seemed from truth alone , the truth we live.","It became apparent only through the facts, the facts we experience in our lives.",75.07583797,0.6185429096,0.8829738498,Metaphor,FLUTE,1,1,1
260,it dawned on him that she had betrayed him,it became apparent to him that she had betrayed him,He realized/understood that she had deceived/cheated on him.,81.43926263,0.7128401399,0.9159451127,Metaphor,IMPLI,1,1,1
261,It was buried as deep as a bathtub,It was not buried deep,It was buried very deep.,74.44535196,0.5509480834,0.9379589558,Metaphor,FIGQA,0.5,1,0.75
262,The preschool teacher was a grim reaper.,The preschool teacher was dour.,The preschool teacher was very strict and strict in their expectations of the children.,71.33000195,0.5013921261,0.9252079129,Metaphor,FIGQA,1,1,1
263,She is the Light of our days,She is cherished,She brings joy and happiness to our days.,65.59904218,0.4328464866,0.879134357,Metaphor,FIGQA,1,1,1
264,The runner has the speed of a turtle,The runner is slow,The runner is slow.,95.85540593,0.9238733053,0.9932348132,Metaphor,FIGQA,1,1,1
265,And in her old bounds axed her despair.,And in her old bounds ended her despair.,"And in her former limits, she asked her despair to stop.",73.95799458,0.5580121875,0.9211477041,Metaphor,FLUTE,1,0.5,0.75
266,She relaxed into the luxury of life.,She totally fell into the trap of her luxurious life.,She settled into the comfort and extravagance of life.,79.01483476,0.6752840281,0.9050126672,Metaphor,FLUTE,1,1,1
267,"Oh , and there 's one more thing you can be sure of , ’ he added sourly .","Oh , and there 's one more thing you can be sure of , ’ he added ironically.","Oh, and there is one more thing you can be sure of, he said in a displeased tone.",83.69936049,0.7505245805,0.9234626293,Metaphor,IMPLI,1,1,1
268,Her love was a rotting apple,Her love was dying,Her love had deteriorated and was no longer good.,75.78505278,0.6055135131,0.9101875424,Metaphor,FIGQA,1,1,1
269,Sandra Fluke asked that her insurance company be required to cover birth control.,Sandra Fluke asked that her insurance company be required to pay for birth control.,Sandra Fluke requested that her insurance company be mandated to provide payment for contraceptives.,86.53656542,0.7490260601,0.9817052484,Metaphor,IMPLI,1,1,1
270,"Straight between them  ran  the pathway ,","Straight between them extended the pathway ,",A path ran directly in between them.,75.90784729,0.623624444,0.8945325017,Metaphor,IMPLI,1,1,1
271,If you know of anyone in the north Minneapolis area whose home suffered structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,If you know of anyone in the north Minneapolis area whose home incured structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,"If you know of anyone in the north Minneapolis area whose house was damaged physically or structurally, please send the following information to WA Director Nick Jaeger at njaeger@mul.org.",92.13209152,0.8631641269,0.9794777036,Metaphor,IMPLI,1,1,1
272,The dancer floated across the stage.,The dancer moved fluidly across the stage.,The dancer moved gracefully across the stage.,90.14014006,0.8114249706,0.9913778305,Metaphor,FLUTE,1,1,1
273,The man has the build of a third-grader,The man doesn't have any muscles.,The man is small in size like a third-grader.,65.60561061,0.4096944928,0.9024177194,Metaphor,FIGQA,1,1,1
274,Exhausted .,Very tired .,Very tired.,91.93821251,0.8833983541,0.9553658962,Metaphor,IMPLI,1,1,1
275,The makeup matched the woman's skin tone like Ice cream on pizza,Makeup matched horribly,"The makeup was a perfect color for the woman's skin, like ice cream on a pizza.",57.05818832,0.3043845296,0.8367792368,Metaphor,FIGQA,0,0,0
276,After school the child had the appetitie of a vulture,The child would devour anything available within sight,After school the child was very hungry.,65.27200639,0.4388062954,0.8666338325,Metaphor,FIGQA,1,1,1
277,"Could not  breed  ill-will between them ,","Could not create ill-will between them ,",They could not create or foster negative feelings between them.,79.89239395,0.6781708002,0.9196770787,Metaphor,IMPLI,1,1,1
278,The dog was as quick as a jaguar,the dog was fast,The dog was very fast.,90.78955054,0.836414516,0.9793764949,Metaphor,FIGQA,1,1,1
279,"Jealous of the applause they  gave  him ,","Jealous of the applause they made for him ,",They were envious of the praise and admiration they gave him.,78.63949835,0.6641804576,0.9086095095,Metaphor,IMPLI,1,1,1
280,The world had the peace of the planet a decade after the asteroid killed the dinosaurs,The world was very peaceful,The world was peaceful for ten years after the asteroid caused the extinction of the dinosaurs.,64.9061352,0.3957474828,0.9023752213,Metaphor,FIGQA,0.5,0,0.25
281,middle age dulled her appetite for travel,middle age made her lose her appetite for travel,"In middle age, she lost her interest in travelling.",85.94646156,0.7815414071,0.9373878241,Metaphor,IMPLI,1,1,1
282,The girl broke into the conversation.,The girl said something interrupting the conversation.,The girl joined the conversation abruptly.,72.7897048,0.5144124031,0.9413816929,Metaphor,FLUTE,1,1,1
283,The dog was as quick as a man trying to get to the toilet in time,The dog was fast.,"The dog was running very fast, as if a man was trying to get to the toilet in time.",66.42449498,0.42116189,0.9073280096,Metaphor,FIGQA,1,1,1
284,John is a mighty moose.,John is very huge.,John is a very strong person.,74.95722771,0.5594946742,0.9396498799,Metaphor,FIGQA,1,1,1
285,My brain is glowing after the bottle of champagne.,"After the champagne bottle, my brain is buzzing.",My brain is feeling stimulated and alert after drinking the bottle of champagne.,82.53599405,0.7484521866,0.9022676945,Metaphor,FLUTE,1,0.5,0.75
286,The illusion was as good as a 12-pixel GIF,The illusion was bad,The illusion was as good as a 12-pixel image file.,64.74629045,0.3931633234,0.9017624855,Metaphor,FIGQA,0.5,0,0.25
287,"I also hope that we will find out new and exciting areas for innovation potential that will drive new research and business opportunities, as well as job growth in the sector.","I also hope that we will find out new and exciting areas for innovation potential that will incentivize new research and business opportunities, as well as job growth in the sector.","I also hope that we will discover new and exciting areas where innovation is possible, which will lead to new research and business initiatives and result in an increase in the number of jobs in the sector.",88.42710555,0.8180451989,0.950496912,Metaphor,IMPLI,1,1,1
288,She said that she could smell infidelity from a mile.,She said that infidelity was apparent to her.,She said that she could sense signs of unfaithfulness from a great distance.,79.47534323,0.6590757966,0.9304310679,Metaphor,FLUTE,1,1,1
289,That's as consistent as California weather,It's very consistent,That's very unpredictable.,67.2460258,0.3868582845,0.9580622315,Metaphor,FIGQA,0,0,0
290,His status was as high as a bathroom attendant,His status was not high,His status was as prestigious as a bathroom attendant.,63.23367506,0.3934113085,0.8712621927,Metaphor,FIGQA,1,0.5,0.75
291,The woman moved with the grace of a ballerina,The woman was graceful,The woman moved gracefully as if she was a professional dancer.,73.08585644,0.5467783213,0.9149388075,Metaphor,FIGQA,1,1,1
292,And his heart  outran  his footsteps ;,And his heart lasted longer than his footsteps ;,And his heartbeat was faster than his walking pace.,80.43986559,0.7079996467,0.9007976651,Metaphor,IMPLI,1,1,1
293,"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is incredibly advanced compared to other similar products on the market.,"This prototype looks much more advanced than their competitors' tech, as if it has come from the year 4021.",72.31169939,0.5379223228,0.9083116651,Metaphor,FIGQA,1,1,1
294,Soulflower Clean Beauty Regime has dropped from its initial price of Rs.,Soulflower Clean Beauty Regime has reduced from its initial price of Rs.,The Soulflower Clean Beauty Regime has reduced its initial price of Rs.,91.91153944,0.8803768158,0.9578539729,Metaphor,IMPLI,1,1,1
295,Park Ophthalmology is designed as a complete service eye care center to cover the requirements of persons living and working within the Triangle area and surrounding communities.,Park Ophthalmology is designed as a complete service eye care center to pay for the requirements of persons living and working within the Triangle area and surrounding communities.,Park Ophthalmology provides full service eye care to people living and working within the Triangle area and the surrounding areas.,86.9641453,0.7840183973,0.9552645087,Metaphor,IMPLI,0,0,0
296,The sprint was graceful as a fat man headed to his favorite all you can eat buffet.,The sprint was slow but with a lot of effort.,The sprint was elegant like a large man walking quickly to his preferred all you can eat restaurant.,63.12162131,0.3897274435,0.8727049828,Metaphor,FIGQA,0,0,0
297,"You disagree? Okay, shoot!","You disagree? Okay, tell me why!","Do you disagree? Alright, let me hear your thoughts.",82.88638294,0.7274832129,0.9302444458,Metaphor,FLUTE,1,1,1
298,That news was like a thick milkshake.,That news was hard to swallow.,That news was very rich and dense.,70.61964571,0.5099556446,0.9024372697,Metaphor,FIGQA,0.5,0,0.25
299,ltr glass columbus ga state cutting prices on bottles of spirits business first ltr glass inc hamilton road columbus ga,ltr glass columbus ga state reducing prices on bottles of spirits business first ltr glass inc hamilton road columbus ga,"Glass Columbus GA State is cutting prices on bottles of spirits at Glass Inc. on Hamilton Road, Columbus GA.",69.36584115,0.5125573277,0.8747594953,Metaphor,IMPLI,1,1,1
300,"Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go out and about.","Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go traveling around.","Even though I generally do not leave my house, there are times when I wish I was not responsible for someone else and I could freely move around.",78.83506119,0.6484640241,0.9282371998,Idiom,IMPLI,1,1,1
301," Gone spare, we had, as we'd missed our bus."," became very angry, we had, as we'd missed our bus.","We had nothing left, because we had missed our bus.",69.98263597,0.4819892049,0.9176635146,Idiom,IMPLI,0,0.5,0.25
302,I didn't like him enough to put up with that shit.,I didn't like him enough to endure or abide with that shit.,I did not think highly enough of him to tolerate that bad behaviour.,77.32673883,0.6215901375,0.9249446392,Idiom,FLUTE,1,1,1
303,"Maybe if she gave up the baby, no one in town would ever get wind of it.","Maybe if she gave up the baby, no one in town would ever become aware of it.","Perhaps if she gave away the baby, no one in the town would find out about it.",90.33076763,0.8351795673,0.9714357853,Idiom,FLUTE,1,1,1
304,It also needs a hardworking support team behind the scenes.,It also needs a hardworking support team secretly.,It also needs a team of support personnel who work hard and diligently even though they are not visibly participating.,75.2006799,0.5947135687,0.9093000293,Idiom,IMPLI,1,1,1
305,"In the United States, three major research laboratories are working on HDTV around the clock.","In the United States, three major research laboratories are working on HDTV all the time.","In the United States, three major research laboratories are working continuously for 24 hours on high-definition television.",84.20928717,0.7303617001,0.9538240433,Idiom,IMPLI,1,1,1
306,IN THE LONG RUN IT'S MORE COMFORTABLE.,over a long period of time IT'S MORE COMFORTABLE.,"In the end, it will be more comfortable.",73.23274612,0.5892417431,0.8754131794,Idiom,IMPLI,0,0.5,0.25
307,And it goes without saying that Wild is a Lisztian of the finest order.,And it is obvious that Wild is a Lisztian of the finest order.,It is obvious that Wild is an extremely talented performer of the compositions of Franz Liszt.,83.26474428,0.7386140823,0.9266808033,Idiom,IMPLI,1,1,1
308,And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.,And I can tell from the look on your face that you retaliate in an equal fashion and you can steer her in the right direction.,I can tell from your expression that you respond in kind and you can guide her towards a positive outcome.,80.70885539,0.672950983,0.9412261248,Idiom,FLUTE,0,0,0
309,"Torrential rain put a damper on the event, sending bedraggled guests squelching across lawns to seek shelter.","Torrential rain have a dulling influence on the event, sending bedraggled guests squelching across lawns to seek shelter.","The extremely heavy rain caused disappointment and ruined the event, making the guests wet and muddy as they hurriedly moved across the lawns to find protection from the rain.",77.9761523,0.6552245021,0.9042985439,Idiom,IMPLI,1,1,1
310,Everyone agreed that the political newcomer gave the congressman a bloody nose during their first televised debate.,Everyone agreed that the political newcomer defeated and humiliated the congressman during their first televised debate.,Everyone agreed that the political newcomer severely beat the congressman in their first televised debate.,83.57700706,0.6898443699,0.9816957712,Idiom,FLUTE,0,0.5,0.25
311,I take pride in the fact that a handful of people got a little something extra because of us that day.,I value and appreciate the fact that a handful of people got a little something extra because of us that day.,We were proud that we were able to give a few people something extra on that day.,81.80194497,0.7075132132,0.9285256863,Idiom,FLUTE,1,1,1
312,"I know you said you didn't get your hands dirty, but I need a getaway driver.","I know you said you preferred not to do any hard work, but I need a getaway driver","I know you said you did not physically participate in any illegal activity, but I need someone to drive me away from the scene of a crime.",77.25494504,0.6250988841,0.9200000167,Idiom,FLUTE,1,1,1
313,"And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be taken as read .","And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be accepted without further inspection .","At this point in this commentary, he wrote, there is no need to explain in further detail the words success, triumph, and the other related words, the definitions can be assumed.",78.63515019,0.6568767428,0.915826261,Idiom,IMPLI,0.5,1,0.75
314,", Sophie rolling her eyes,'Oh, that news will go down like a lead balloon!","Sophie rolling her eyes,'Oh, that news will be an utter failure and will cause displeasure!","Sophie rolling her eyes, 'The news will not be received well.'",79.15594876,0.6829178929,0.9002010822,Idiom,FLUTE,1,1,1
315,"She had fabricated the results of its own quality-assurance testing in every single plant, bar none.","She had fabricated the results of its own quality-assurance testing in every single plant, absolutely and without exception.","She had made up the results of its own quality-assurance testing in all plants, without exception.",82.48319328,0.6786376834,0.9710261822,Idiom,FLUTE,1,1,1
316,"By the same token, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.","in a similar manner, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.","The simplest way for a large movie company to put an end to itself is to sell all of its previously made films, as has happened with MGM.",79.81801629,0.6676716805,0.9286886454,Idiom,IMPLI,0.5,0,0.25
317,"Every day, I had done nothing but walk on eggshells around him, but not anymore.","Every day, I had done nothing but tiptoe around him, but not anymore.","I had been very cautious and trying not to provoke any anger from him in everything I did, but now I am not doing that anymore.",71.24736905,0.5320045352,0.8929428458,Idiom,FLUTE,1,1,1
318,"he 's been able to get round it really , it might well be above board , but the police have been looking into it","he 's been able to get round it really , it might well be legitimate , but the police have been looking into it","He has been able to find a way to evade it, which may be fair and legitimate, but the police are investigating it.",79.37365174,0.6810423732,0.9064306617,Idiom,IMPLI,1,1,1
319,"For their part, consumes should take reasonable care when making purchases; where there is small print it should be read carefully or, if it seems complex and the purchase involves a large sum of money, professional advice may be required.","For their part, consumes should take reasonable care when making purchases; where there is fine print it should be read carefully or, if it seems complex and the purchase involves a large sum of money, professional advice may be required.","Consumers should be cautious and aware when making purchases; they should read any fine print thoroughly, especially if the purchase involves a large amount of money, and consider professional advice if necessary.",85.93752682,0.7844842672,0.9342662692,Idiom,IMPLI,1,1,1
320,"As a housewife and knitting club member , she ‘ took the plunge’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .","As a housewife and knitting club member , she ‘ took the risk’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .","As a housewife and knitting club member, she took a bold step and opened Woolwork nearly ten years ago and Meryl believes the success of the shop is a result of Lena's attitude of offering the same friendly service whether the customer wants a cone of yarn or the most recent machine.",89.11429048,0.8174677491,0.9648180604,Idiom,IMPLI,1,1,1
321,"In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires for good measure.","In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires in addition to what has already been done.","In the last century, the cathedral was made even more northward facing when a second tower was added to the existing one, and two spires were also added as an extra.",83.8224709,0.7305241227,0.9459252954,Idiom,IMPLI,1,1,1
322,So were back to square one.,So we're back to the beginning.,We are starting from the beginning again.,83.7195009,0.747764051,0.926625967,Idiom,FLUTE,1,1,1
323,She might not have been able to put into words the high hopes she held for her daughter but her actions spoke volumes .,She might not have been able to put into words the high hopes she held for her daughter but her actions conveyed her emotions.,"She might not have been able to express her high expectations for her daughter verbally, but her behavior communicated them clearly and powerfully.",86.96717322,0.786183238,0.9531602263,Idiom,IMPLI,1,1,1
324,"I guess we 'll have to go back to the drawing board,Martha said","I guess we'll have to start from the beginning again, Martha said.",Martha said that we will need to start from the beginning and redo our plans.,81.88008964,0.7110610008,0.926540792,Idiom,FLUTE,1,1,1
325,The world had always been handed to her on a silver platter.,The world had always been given to her effortlessly and without any difficulty.,She had been given every opportunity and advantage in her life.,74.61794317,0.6037255526,0.8886333108,Idiom,FLUTE,1,0.5,0.75
326,"And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, gathering dust.","And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, remaining unused for a long period of time.","While William and the other person were playing backgammon in the cafe, William would roam the quiet, disorganized rooms in which their investment was sitting without being used, growing dusty.",76.81300938,0.6233970523,0.9128631353,Idiom,IMPLI,1,0.5,0.75
327,Lets confirm that fact before we go begging for cooperation.,Lets confirm that fact before we ask for cooperation.,Let's make sure that fact is true before we ask for cooperation.,88.27961683,0.813432157,0.9521601796,Idiom,FLUTE,1,1,1
328,They 'd take the mickey out of him at school for that .,They 'd made fun out of him at school for that .,They would make fun of him at school for that.,87.37146556,0.8030592799,0.9443700314,Idiom,IMPLI,1,1,1
329,He knew that metcalfe was one of the white hats.,He knew that Metcalfe was one of the good guys.,He knew that Metcalfe was one of the people with good intentions or a good character.,85.53325832,0.7566018701,0.9540632963,Idiom,FLUTE,1,1,1
330,"‘ We must avoid jumping to conclusions,’ replied Thiercelin cautiously.",‘ We must avoid making conclusions before being presented with all the evidence replied Thiercelin cautiously.,Thiercelin replied cautiously that we must not make hasty decisions.,77.60618031,0.6505588293,0.9015647769,Idiom,IMPLI,1,0.5,0.75
331,"I have no idea how he did it, but he sure cut the gordian knot.“","I have no idea how he did it, but he sure solved the very challenging problem decisively.","I have no idea how he did it, but he certainly found a way to achieve an impossible solution.",84.05924737,0.7306731343,0.9505118132,Idiom,FLUTE,1,1,1
332,The former thief takes on one last heist and finds herself matching wits with a jack of all trades.,The former thief takes on one last heist and finds herself matching wits with a person who is skilled in many different areas.,The former thief attempts one final robbery and discovers that she is competing with a person who is skilled in many different areas.,84.91919339,0.73686409,0.9615197778,Idiom,FLUTE,1,1,1
333,She sees red and kills him with a very convenient weapon .,She becomes angry suddenly and kills him with a very convenient weapon .,She became very angry and killed him with a weapon that was easily accessible.,84.61448848,0.7513016462,0.9409881234,Idiom,IMPLI,1,1,1
334,"He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of kilter, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe.","He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of order, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe.","He grabbed one of his arms, breaking it, then hit him on the head hard enough to make him lose his vision, then punched his ribs until he surrendered, and then he slid down the wall with his knees tucked up to his chest to protect his pelvis and abdominal area.",78.41890454,0.6657930613,0.9025850296,Idiom,IMPLI,1,1,1
335,"When it gets right down to the nuts and bolts of it, I'm flat-out lazy.","When it comes to the most essential and important part of it, I'm flat-out lazy.","When I look closely at the specifics of the matter, I am completely and totally lazy.",80.28308153,0.7195343971,0.8861272335,Idiom,FLUTE,1,1,1
336,It's a two-way street.,Both parties are required to take action.,It means that both sides must cooperate and make concessions in order to achieve an agreement.,74.06354249,0.6058080196,0.8754628301,Idiom,FLUTE,1,1,1
337,"He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner throw in the towel .","He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner admit defeat .","He felt like a boxer who had been severely beaten against the boundaries of the ring, on the brink of losing, only to see the opponent's team wave a white flag, signalling the surrender of his opponent.",79.31426167,0.6602647305,0.926020503,Idiom,IMPLI,1,0.5,0.75
338,The rule of thumb for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,The general principle for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,The formula for calculating Maximum Heart Rate (MHR) is to subtract your age in years from 225.,83.47386122,0.7326530218,0.9368242025,Idiom,IMPLI,1,1,1
339,"There were three rows with his father, behind closed doors, then they reached agreement.","There were three rows with his father, in private, then they reached agreement.","His father and three other people were behind closed doors, and after some discussion, they came to a mutual decision.",77.27154791,0.6426063776,0.9028245807,Idiom,IMPLI,0,0.5,0.25
340,"This normativist concern came to a head with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism .","This normativist concern reached a crisis with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism .","This normativist concern was brought to a climax with the release in 1929 of a book authored by Lord Hewart, the Lord Chief Justice, called The New Despotism.",88.20000291,0.8021333814,0.9618666768,Idiom,IMPLI,1,1,1
341,"If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year out of the pockets of taxpayers who are very much poorer than he is . '","If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year from taxpayers who are very much poorer than he is . '","If one decides to give away five million pounds to encourage the arts, I do not think it is a very logical decision to provide the money to my noble friend Lord Archer, who already has a large amount of wealth and receives six thousand pounds each year from taxpayers who have much less money than he does.",85.22116244,0.7568578124,0.9475654364,Idiom,IMPLI,1,1,1
342,"Still , better safe than sorry.’","Still , it is more wise to be cautious than rush to do something you may regret later.’",It is still better to be cautious and prepared than to be regretful and sorry later.,79.78324294,0.686226666,0.9094381928,Idiom,IMPLI,1,1,1
343,Yona really put it in a nutshell when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,Yona really put it concisely when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,"Yona accurately summarized the situation when she said that behind closed doors, the women were anxious about what was going to happen next and feeling exasperated, but in a way it was a way to redirect their energy.",76.99986398,0.6324497461,0.9075475335,Idiom,IMPLI,1,1,1
344,They'd make money hand over fist.,They'd make a lot of profit very quickly.,They would make a lot of money very quickly.,90.78524709,0.8321617842,0.9835431576,Idiom,FLUTE,1,1,1
345,Alicia seemed to recover rapidly and started to make light of what the others found worrying.,Alicia seemed to recover rapidly and started to act like what the others found worrying was no big deal and not something to be concerned about.,Alicia appeared to get better quickly and began to not see the same level of concern in the situation as what the others did.,79.37075496,0.6796616912,0.907753408,Idiom,FLUTE,1,0.5,0.75
346,"CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also make the move .","CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also take action .","CA's proprietary financial software called Masterpiece, development tools called Generator, and the underlying database technology called CA-DB may also be transferred.",78.01192999,0.6433675885,0.9168710113,Idiom,IMPLI,0,0,0
347,"That complicated matters greatly, but it didn't mean he was ready to throw in the towel.","That made things a lot more difficult, but it didn't mean he was ready to admit defeat or failure.","The complexity of the situation increased significantly, but it did not imply that he was prepared to give up.",82.63765574,0.7189682126,0.9337849021,Idiom,FLUTE,1,1,1
348,‘ Our display was better than the result and the lads did themselves proud but sometimes Lady Luck dictates how things go .,‘ Our display was better than the result and the lads did the things well and made themselves proud but sometimes Lady Luck dictates how things go .,"Our performance was better than the outcome and the boys did a great job, but sometimes luck determines the outcome of a situation.",80.4839462,0.6927818656,0.9168970585,Idiom,IMPLI,1,1,1
