,Hypothesis,Premise,GPT_Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
239,His imagination is the world of humans.,His imagination is real as practical world.,La sua immaginazione è il mondo degli umani.,55.35918176,0.2655743361,0.8416092992,Metaphor,FIGQA,0,0,0
240,But among political scientists and businesspeople the countryâs name has long suffered worst damage than this.,But among political scientists and businesspeople the countryâs name has long incurs worst damage than this.," Mais parmi les politiciens et les hommes d'affaires, le nom du pays a longtemps subi des dommages encore plus importants que cela.",61.01779044,0.4118159413,0.8085398674,Metaphor,IMPLI,0,0,0
241,Set Price Drop Alerts to get notified when price drops,Set Price Drop Alerts to get notified when price reduces,Configurar alertas de descuento para recibir notificaciones de cuando los precios bajen.,63.57009411,0.4228106141,0.8485912681,Metaphor,IMPLI,0,0,0
242,The book owned her imagination.,I feel the book really captured her attention.,Die Buch besitzt ihre Fantasie.,52.92037874,0.2136146128,0.8447929621,Metaphor,FLUTE,0,0,0
243,he absorbed the knowledge or beliefs of his tribe.,he learned the knowledge or beliefs of his tribe.,Ze absorbeerde de kennis of overtuigingen van haar stam.,63.35190833,0.4425355792,0.8245025873,Metaphor,IMPLI,0,0,0
244,i attacked the problem as soon as i got out of bed,i dealt with the problem as soon as i got out of bed,I dealt with the issue when I left my bed.,85.01115441,0.7787325978,0.9214904904,Metaphor,IMPLI,1,1,1
245,"Let us  pass  the night together ,",Let us spend the night together,Давай проведем ночь вместе.,59.01869237,0.4214898944,0.7588839531,Metaphor,IMPLI,0,0,0
246,"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","In the case of animals incuring from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma."," Los animales que sufren de daño hepático e insuficiencia renal no pueden absorber calcio lo cual puede llevar a un crecimiento lento, raquitismo, movilidad deficiente, parálisis, convulsiones en aves juveniles, cascaras delgadas y osteosarcoma anormal.",64.16818202,0.4550359845,0.8283276558,Metaphor,IMPLI,0,0,0
247,For summer and his pleasures take flight on thee.,For summer and his pleasures begin on thee.,Travel to experience the pleasures of summer.,70.84590197,0.5347508788,0.8821671605,Metaphor,FLUTE,1,1,1
248,"Clouds of every many dimensions bring graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","Clouds of every many dimensions cause graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte."," Clouds of different sizes and shapes add visual interest to a bright blue sky as they spread out above Sedona's well-known landmarks such as Bell Rock, and Courthouse Butte.",84.51582789,0.7533281446,0.9369884133,Metaphor,IMPLI,1,1,1
249,One senator should not have the power to arbitrarily kill such a promising proposal without being held accountable by the press or even his own party.,One senator should not have the power to arbitrarily cancel such a promising proposal without being held accountable by the press or even his own party.,An senator should not have the authority to arbitrarily stop a suggestion that has potential to be successful without being held responsible by the media or his fellow members in political party.,83.66814852,0.7267286777,0.9466342926,Metaphor,IMPLI,0,0,0
250,cialis daily covered by insurance,cialis daily payed for by insurance,Insurance pays for Cialis to be taken daily.,73.66798222,0.6071007252,0.8662589192,Metaphor,IMPLI,1,1,1
251,Soulflower Anti Dandruff Regime has dropped from its initial price of Rs.,Soulflower Anti Dandruff Regime has reduced from its initial price of Rs.,The price of the Soulflower Anti Dandruff Regime has decreased from its original cost of Rs.,90.61329067,0.8587124944,0.953553319,Metaphor,IMPLI,0,0,0
252,My personal feelings color my judgment in this case.,My personal feelings and biases make me form a judgment about this situation.,My emotions influence my decision in this case.,82.38475919,0.7100443244,0.9376508594,Metaphor,FLUTE,1,1,1
253,The government digested the entire law into a code.,The government made the whole law summarized into a code.,The government ate the whole law and turned it into a set of rules.,74.44398999,0.5528607368,0.936019063,Metaphor,FLUTE,1,1,1
254,The building is as well constructed as The brick house the wolf could not blow doen,The building is 100% safe,The building is constructed as well as the brick house that the wolf was unable to blow down.,62.09891737,0.3918740153,0.850104332,Metaphor,FIGQA,1,1,1
255,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will cover and how much you will have to pay.,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will pay for and how much you will have to pay.,Look over the information in your health insurance agreement to see how much money your insurance will pay and how much money you need to give.,79.72007692,0.6581916809,0.9362098575,Metaphor,IMPLI,0,0,0
256,The taste of agony laid thick upon my tongue.,The taste of agony was overwhelming upon my tongue.,The taste of extreme suffering was very strong on my tongue.,87.04103529,0.7833856344,0.9574350715,Metaphor,FLUTE,1,1,1
257,"In no-fault states, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.","In no-fault states, at least some medical expenses will be pay for under your auto insurance policy, regardless of whether the accident was your fault or not."," In states without fault, some medical costs will be covered by the car insurance regardless of who caused the accident.",83.48892331,0.7342788577,0.9354996085,Metaphor,IMPLI,0,0,0
258,This turkey is the Sahara,The turkey is dry,This turkey is the Sahara desert.,61.43046468,0.339450866,0.8891584277,Metaphor,FIGQA,0,0,0
259,"It appeared from truth alone , the truth we live.","It seemed from truth alone , the truth we live."," Es entstand von Wahrheit alleine, die Wahrheit, in der wir leben.",63.69875968,0.4294198155,0.844555378,Metaphor,FLUTE,0,0,0
260,it dawned on him that she had betrayed him,it became apparent to him that she had betrayed him,The sun rose and he realized that she had been disloyal to him.,75.87038279,0.5898984075,0.9275092483,Metaphor,IMPLI,0.5,0,0.25
261,It was buried as deep as a bathtub,It was not buried deep,It was buried very deep.,74.44534898,0.5509480834,0.9379588962,Metaphor,FIGQA,1,1,1
262,The preschool teacher was a grim reaper.,The preschool teacher was dour.,El maestro de preescolar era una parca.,50.17834455,0.1548832357,0.8486836553,Metaphor,FIGQA,0,0,0
263,She is the Light of our days,She is cherished,Ella es la Luz de nuestros días.,51.08771324,0.1968554854,0.8248987794,Metaphor,FIGQA,0,0,0
264,The runner has the speed of a turtle,The runner is slow,The runner has the speed of a turtle.,65.37633836,0.3867194057,0.9208073616,Metaphor,FIGQA,0,0,0
265,And in her old bounds axed her despair.,And in her old bounds ended her despair.," And within the limitations she was in, she asked her anguish why it was there.",68.58972609,0.4916262031,0.8801683187,Metaphor,FLUTE,0.5,0,0.25
266,She relaxed into the luxury of life.,She totally fell into the trap of her luxurious life.,She relaxed into the extravagance of life.,73.7747699,0.5625811219,0.9129142761,Metaphor,FLUTE,0,0,0
267,"Oh , and there 's one more thing you can be sure of , ’ he added sourly .","Oh , and there 's one more thing you can be sure of , ’ he added ironically."," Oh , and c'è ancora una cosa che puoi essere sicuro , ha aggiunto amaramente.",61.21818125,0.4209854603,0.8033781648,Metaphor,IMPLI,0,0,0
268,Her love was a rotting apple,Her love was dying,Su amor era una manzana podrida.,49.14906025,0.1362556815,0.8467255235,Metaphor,FIGQA,0,0,0
269,Sandra Fluke asked that her insurance company be required to cover birth control.,Sandra Fluke asked that her insurance company be required to pay for birth control.,Sandra Fluke asked that her insurance company should have to pay for contraception.,85.96991301,0.7404282689,0.9789699912,Metaphor,IMPLI,1,1,1
270,"Straight between them  ran  the pathway ,","Straight between them extended the pathway ,",A path that ran directly in between them.,72.95675576,0.5623933673,0.8967417479,Metaphor,IMPLI,1,1,1
271,If you know of anyone in the north Minneapolis area whose home suffered structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,If you know of anyone in the north Minneapolis area whose home incured structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org," If you know of anyone in the north Minneapolis area whose home has been harmed in an architectural way, please send the required data to WA Director Nick Jaeger at njaeger@mul.org",86.61780655,0.7717695832,0.9605865479,Metaphor,IMPLI,0,0,0
272,The dancer floated across the stage.,The dancer moved fluidly across the stage.,The dancer moved lightly on the surface of the stage.,79.67576683,0.6408740878,0.9526412487,Metaphor,FLUTE,1,1,1
273,The man has the build of a third-grader,The man doesn't have any muscles.,The man has the body shape of a third-grade student.,66.22187793,0.4113224745,0.9131150842,Metaphor,FIGQA,1,1,1
274,Exhausted .,Very tired .,Very tired.,91.93821251,0.8833983541,0.9553658962,Metaphor,IMPLI,1,1,1
275,The makeup matched the woman's skin tone like Ice cream on pizza,Makeup matched horribly,The makeup corresponded with the woman's skin tone just as ice cream goes with pizza.,60.62757373,0.3660861254,0.8464653492,Metaphor,FIGQA,1,0.5,0.75
276,After school the child had the appetitie of a vulture,The child would devour anything available within sight,After school the child had the appetite of a vulture.,61.31700128,0.3569783866,0.869361639,Metaphor,FIGQA,0,0,0
277,"Could not  breed  ill-will between them ,","Could not create ill-will between them ,",Could not create animosity between them.,85.68534255,0.7447721958,0.9689346552,Metaphor,IMPLI,1,1,1
278,The dog was as quick as a jaguar,the dog was fast,The dog was as fast as a jaguar.,77.61319578,0.6105248332,0.9417390823,Metaphor,FIGQA,1,1,1
279,"Jealous of the applause they  gave  him ,","Jealous of the applause they made for him ,",They gave him applause and he felt jealous.,74.28224683,0.5918242931,0.8938206434,Metaphor,IMPLI,0,0.5,0.25
280,The world had the peace of the planet a decade after the asteroid killed the dinosaurs,The world was very peaceful,Die Welt hatte die Frieden des Planeten ein Jahrzehnt nachdem der Asteroid die Dinosaurier getötet hatte.,44.92222518,0.1092876494,0.7891568542,Metaphor,FIGQA,0,0,0
281,middle age dulled her appetite for travel,middle age made her lose her appetite for travel," As she got older, her desire to explore the world faded.",76.25010014,0.6026815772,0.9223204255,Metaphor,IMPLI,1,1,1
282,The girl broke into the conversation.,The girl said something interrupting the conversation.,The girl entered into the conversation.,74.48591292,0.5463034511,0.9434148073,Metaphor,FLUTE,1,1,1
283,The dog was as quick as a man trying to get to the toilet in time,The dog was fast.,The dog was very fast like a man who was trying to get to the toilet on time.,71.63280547,0.5139276385,0.9187284708,Metaphor,FIGQA,1,1,1
284,John is a mighty moose.,John is very huge.," John is a large, strong deer.",73.96396101,0.5547530651,0.924526155,Metaphor,FIGQA,1,1,1
285,My brain is glowing after the bottle of champagne.,"After the champagne bottle, my brain is buzzing.",My brain is giving off light after the bottle of champagne.,73.5894531,0.5660666823,0.9057223797,Metaphor,FLUTE,0,0,0
286,The illusion was as good as a 12-pixel GIF,The illusion was bad,La ilusión era tan buena como un GIF de 12 pixeles.,46.92104273,0.108801268,0.8296195865,Metaphor,FIGQA,0,0,0
287,"I also hope that we will find out new and exciting areas for innovation potential that will drive new research and business opportunities, as well as job growth in the sector.","I also hope that we will find out new and exciting areas for innovation potential that will incentivize new research and business opportunities, as well as job growth in the sector."," I hope that we will discover new and interesting possibilities for innovation which will motivate new research, business ventures, and create more jobs in the industry.",87.01183796,0.7934515476,0.9467852116,Metaphor,IMPLI,0,0,0
288,She said that she could smell infidelity from a mile.,She said that infidelity was apparent to her.,She said that she could smell infidelity from a distance of one mile.,76.58061683,0.6050729752,0.9265393615,Metaphor,FLUTE,0,0,0
289,That's as consistent as California weather,It's very consistent,That's not consistent at all.,72.84201384,0.5346627831,0.9221774936,Metaphor,FIGQA,0,0,0
290,His status was as high as a bathroom attendant,His status was not high,His status was as high as that of a bathroom attendant.,63.90455067,0.3985502124,0.879540801,Metaphor,FIGQA,0,0,0
291,The woman moved with the grace of a ballerina,The woman was graceful,The woman moved like a ballerina.,68.00008714,0.4329658151,0.9270359278,Metaphor,FIGQA,0,0,0
292,And his heart  outran  his footsteps ;,And his heart lasted longer than his footsteps ;,His heart was beating faster than his feet were moving.,77.50013769,0.6616643071,0.8883384466,Metaphor,IMPLI,1,1,1
293,"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is incredibly advanced compared to other similar products on the market.," Compared to the technology from their competitors, this prototype looks like it has come from the year 4021.",69.81526017,0.5031908154,0.893114388,Metaphor,FIGQA,0,0,0
294,Soulflower Clean Beauty Regime has dropped from its initial price of Rs.,Soulflower Clean Beauty Regime has reduced from its initial price of Rs.,The cost of Soulflower Clean Beauty Regime has decreased from its original amount of Rs.,89.53970671,0.842862308,0.9479318261,Metaphor,IMPLI,0,0,0
295,Park Ophthalmology is designed as a complete service eye care center to cover the requirements of persons living and working within the Triangle area and surrounding communities.,Park Ophthalmology is designed as a complete service eye care center to pay for the requirements of persons living and working within the Triangle area and surrounding communities.,Park Ophthalmology was created to provide eye care for people who live and work in the Triangle area and nearby towns.,85.85798144,0.777105689,0.9400539398,Metaphor,IMPLI,0,0,0
296,The sprint was graceful as a fat man headed to his favorite all you can eat buffet.,The sprint was slow but with a lot of effort.,The running was graceful as a large man moved toward his favorite all you can eat café.,61.45920753,0.3591378331,0.8700463176,Metaphor,FIGQA,0,0,0
297,"You disagree? Okay, shoot!","You disagree? Okay, tell me why!"," You disagree? Okay, fire a gun!",69.04174984,0.4354937077,0.945341289,Metaphor,FLUTE,1,1,1
298,That news was like a thick milkshake.,That news was hard to swallow.,That news was similar to a milkshake that was very thick.,65.70209563,0.4348860979,0.8791558146,Metaphor,FIGQA,0,0.5,0.25
299,ltr glass columbus ga state cutting prices on bottles of spirits business first ltr glass inc hamilton road columbus ga,ltr glass columbus ga state reducing prices on bottles of spirits business first ltr glass inc hamilton road columbus ga," Letter Glass Columbus GA State is cutting prices on bottles of spirits. Business first. Letter Glass Inc, Hamilton Road, Columbus GA.",78.75066698,0.682180047,0.8928332925,Metaphor,IMPLI,0,0,0
300,"Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go out and about.","Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go traveling around."," Although I don't like going out, some days I want freedom because I don't have to rely on anyone and I can go outside.",77.73397565,0.6427806616,0.9118988514,Idiom,IMPLI,1,0.5,0.75
301," Gone spare, we had, as we'd missed our bus."," became very angry, we had, as we'd missed our bus."," We had nothing left, because we had missed our bus.",69.98263597,0.4819892049,0.9176635146,Idiom,IMPLI,1,1,1
302,I didn't like him enough to put up with that shit.,I didn't like him enough to endure or abide with that shit.,I did not feel fond of him enough to tolerate his bad behavior.,83.43710303,0.7442268133,0.9245152473,Idiom,FLUTE,1,1,1
303,"Maybe if she gave up the baby, no one in town would ever get wind of it.","Maybe if she gave up the baby, no one in town would ever become aware of it."," Maybe if she gave up the baby, no one in town would ever hear the news.",89.91265893,0.8206602931,0.9775928855,Idiom,FLUTE,1,1,1
304,It also needs a hardworking support team behind the scenes.,It also needs a hardworking support team secretly.,Es necesita también un equipo de apoyo trabajando duro detrás de bambalinas.,54.09309268,0.2412763834,0.8405854702,Idiom,IMPLI,0,0,0
305,"In the United States, three major research laboratories are working on HDTV around the clock.","In the United States, three major research laboratories are working on HDTV all the time."," In the United States, three major research laboratories are working continuously about HDTV.",88.80237639,0.800373435,0.9756740928,Idiom,IMPLI,1,1,1
306,IN THE LONG RUN IT'S MORE COMFORTABLE.,over a long period of time IT'S MORE COMFORTABLE.," Over a long period of time, it is more comfortable.",86.43802106,0.775065124,0.9536952972,Idiom,IMPLI,1,1,1
307,And it goes without saying that Wild is a Lisztian of the finest order.,And it is obvious that Wild is a Lisztian of the finest order.,And it is so obvious that Wild is a very skillful pianist just like Franz Liszt.,82.53018856,0.7199468017,0.9306569695,Idiom,IMPLI,1,1,1
308,And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.,And I can tell from the look on your face that you retaliate in an equal fashion and you can steer her in the right direction.," I can see from your expression that you do what you need to in order to receive something, and you can guide her (to where she needs to go).",71.75868154,0.5265500546,0.9086235762,Idiom,FLUTE,1,1,1
309,"Torrential rain put a damper on the event, sending bedraggled guests squelching across lawns to seek shelter.","Torrential rain have a dulling influence on the event, sending bedraggled guests squelching across lawns to seek shelter."," Heavy rain ruined the event, causing wet guests to walk across yards to look for protection.",77.47650445,0.6348413229,0.914688766,Idiom,IMPLI,1,1,1
310,Everyone agreed that the political newcomer gave the congressman a bloody nose during their first televised debate.,Everyone agreed that the political newcomer defeated and humiliated the congressman during their first televised debate.,Everyone agreed that the political newcomer made the congressman's nose bleed during their first televised debate.,77.280882,0.5791661739,0.9664514661,Idiom,FLUTE,1,1,1
311,I take pride in the fact that a handful of people got a little something extra because of us that day.,I value and appreciate the fact that a handful of people got a little something extra because of us that day.,Me siento orgulloso de que un puñado de personas obtuvieron algo extra debido a nosotros ese día.,67.22352207,0.4966852665,0.8477851748,Idiom,FLUTE,0,0,0
312,"I know you said you didn't get your hands dirty, but I need a getaway driver.","I know you said you preferred not to do any hard work, but I need a getaway driver"," I understand that you said you did not get your hands physically soiled, but I require a person to drive a vehicle away quickly.",67.42329597,0.4677368402,0.8807290792,Idiom,FLUTE,1,1,1
313,"And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be taken as read .","And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be accepted without further inspection ."," At this point in the commentary, he wrote that there is no need to explain success, triumph, and other words, it is understood.",73.05559516,0.5703594089,0.8907524943,Idiom,IMPLI,1,1,1
314,", Sophie rolling her eyes,'Oh, that news will go down like a lead balloon!","Sophie rolling her eyes,'Oh, that news will be an utter failure and will cause displeasure!"," Sophie moved her eyes in a circular motion while saying, ""Oh, that news will be received very unfavorably!""",79.11284864,0.6857782006,0.8964787722,Idiom,FLUTE,1,1,1
315,"She had fabricated the results of its own quality-assurance testing in every single plant, bar none.","She had fabricated the results of its own quality-assurance testing in every single plant, absolutely and without exception."," She made up the results of its own quality-assurance testing in all of the plants, not omitting any.",78.78789306,0.6375638247,0.9381940365,Idiom,FLUTE,1,1,1
316,"By the same token, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.","in a similar manner, the easiest way for a big studio to commit suicide is to sell its library — as MGM has."," In the exact same way, the simplest approach for a large production company to destroy itself is to get rid of its collection of films — like MGM did.",80.90775907,0.6752290726,0.9429261088,Idiom,IMPLI,0,0,0
317,"Every day, I had done nothing but walk on eggshells around him, but not anymore.","Every day, I had done nothing but tiptoe around him, but not anymore."," Every day, I had only stepped carefully around him, but not anymore.",78.46720815,0.6116419435,0.9577022195,Idiom,FLUTE,1,1,1
318,"he 's been able to get round it really , it might well be above board , but the police have been looking into it","he 's been able to get round it really , it might well be legitimate , but the police have been looking into it"," He has succeeded in finding a way to solve it, it may seem completely legitimate, but the police have been investigating it.",81.90019727,0.733982861,0.9040210843,Idiom,IMPLI,1,1,1
319,"For their part, consumes should take reasonable care when making purchases; where there is small print it should be read carefully or, if it seems complex and the purchase involves a large sum of money, professional advice may be required.","For their part, consumes should take reasonable care when making purchases; where there is fine print it should be read carefully or, if it seems complex and the purchase involves a large sum of money, professional advice may be required."," For their part, consumers should be very cautious when buying items; any small text should be read very carefully or, if it appears to be difficult to understand and the purchase requires a large sum of money, specialized help should be asked.",85.92050076,0.7775158286,0.9408941865,Idiom,IMPLI,0,0,0
320,"As a housewife and knitting club member , she ‘ took the plunge’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .","As a housewife and knitting club member , she ‘ took the risk’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine ."," Meryl thinks the shop is successful because Lena treats all customers equally whether they need a cone of yarn or a machine, and Lena started Woolwork almost ten years ago, taking a risk as a housewife and knitting club member.",77.46128142,0.6331680417,0.9160575867,Idiom,IMPLI,1,1,1
321,"In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires for good measure.","In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires in addition to what has already been done."," En el último siglo, la catedral se hizo aún más septentrional cuando se agregó una segunda torre a la que ya existía y dos agujas, por buena medida.",61.24738753,0.3872580528,0.8376896977,Idiom,IMPLI,0,0,0
322,So were back to square one.,So we're back to the beginning.,Nu är vi tillbaka till ruta ett.,65.38598239,0.4724912047,0.8352284431,Idiom,FLUTE,0,0,0
323,She might not have been able to put into words the high hopes she held for her daughter but her actions spoke volumes .,She might not have been able to put into words the high hopes she held for her daughter but her actions conveyed her emotions.," She could not say with words the great expectations she had for her daughter, but her behaviors expressed a lot.",84.6195817,0.7431861758,0.9492054582,Idiom,IMPLI,1,1,1
324,"I guess we 'll have to go back to the drawing board,Martha said","I guess we'll have to start from the beginning again, Martha said.",Martha said that we should return to the drawing board.,71.38205767,0.534540832,0.8931003213,Idiom,FLUTE,0,0,0
325,The world had always been handed to her on a silver platter.,The world had always been given to her effortlessly and without any difficulty.,The world had always been given to her on a platter made of silver.,67.62856841,0.4277397394,0.9248316288,Idiom,FLUTE,0,0,0
326,"And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, gathering dust.","And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, remaining unused for a long period of time."," And while they played backgammon in the café, William walked through the quiet rooms with many things, where their investment was not being used, and was covered in dust.",76.25099123,0.6077169776,0.9173028469,Idiom,IMPLI,1,1,1
327,Lets confirm that fact before we go begging for cooperation.,Lets confirm that fact before we ask for cooperation.,Let's make sure that fact is correct before we ask for help.,85.40125489,0.7724733949,0.935551703,Idiom,FLUTE,1,1,1
328,They 'd take the mickey out of him at school for that .,They 'd made fun out of him at school for that .,They would tease him and make jokes of him at school because of that.,79.80395854,0.6707194448,0.925359726,Idiom,IMPLI,1,1,1
329,He knew that metcalfe was one of the white hats.,He knew that Metcalfe was one of the good guys.,He was aware that Metcalfe belonged to the group of people who were the good guys.,86.25136614,0.7734863162,0.9515410066,Idiom,FLUTE,1,1,1
330,"‘ We must avoid jumping to conclusions,’ replied Thiercelin cautiously.",‘ We must avoid making conclusions before being presented with all the evidence replied Thiercelin cautiously.,Thiercelin replied very carefully that we needed to stay away from making quick decisions without having all the information.,78.11445296,0.6492629051,0.913026154,Idiom,IMPLI,1,1,1
331,"I have no idea how he did it, but he sure cut the gordian knot.“","I have no idea how he did it, but he sure solved the very challenging problem decisively."," I have no idea how he did it, but he sure cut the very difficult knot.",76.89608932,0.5695511103,0.968370676,Idiom,FLUTE,1,0.5,0.75
332,The former thief takes on one last heist and finds herself matching wits with a jack of all trades.,The former thief takes on one last heist and finds herself matching wits with a person who is skilled in many different areas.,The ex-thief performs a final robbery and finds herself using her intelligence to compete with someone who is skilled in many different areas.,83.52939487,0.7195443511,0.9510435462,Idiom,FLUTE,1,1,1
333,She sees red and kills him with a very convenient weapon .,She becomes angry suddenly and kills him with a very convenient weapon .,She saw the color red and used a weapon to kill him which was very easy to find and use.,69.16424632,0.4868654609,0.8964194655,Idiom,IMPLI,0,0.5,0.25
334,"He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of kilter, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe.","He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of order, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe."," He grabbed one arm, causing it to break, then he was hit on the head, making his vision blurry, he was hit again in the ribs and he stopped resisting, he scooted down the wall, attempting to protect his genitals and abdomen.",76.04025304,0.6037623286,0.9170427322,Idiom,IMPLI,0,0,0
335,"When it gets right down to the nuts and bolts of it, I'm flat-out lazy.","When it comes to the most essential and important part of it, I'm flat-out lazy."," When we come to the fundamental details, I am completely lazy.",83.67276192,0.7689582705,0.9044969678,Idiom,FLUTE,1,1,1
336,It's a two-way street.,Both parties are required to take action.,C'est une rue à double sens.,46.48737349,0.1158953384,0.8138521314,Idiom,FLUTE,0,0,0
337,"He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner throw in the towel .","He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner admit defeat ."," He felt like a boxer who had been hit many times while being held against the ropes, nearly defeated, when his opponent's teammates gave up.",75.55699944,0.5999237299,0.911216259,Idiom,IMPLI,1,1,1
338,The rule of thumb for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,The general principle for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,225减去你的年龄就是工作出最大心率的指导原则。,51.66325271,0.2783362269,0.7549288273,Idiom,IMPLI,0,0,0
339,"There were three rows with his father, behind closed doors, then they reached agreement.","There were three rows with his father, in private, then they reached agreement."," There were three rows that contained his father, the doors were closed, and then they reached an agreement.",77.34922469,0.6183158755,0.9286686182,Idiom,IMPLI,0,0,0
340,"This normativist concern came to a head with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism .","This normativist concern reached a crisis with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism ."," In 1929, Lord Hewart, the Lord Chief Justice, released a book called The New Despotism as the peak of worries about following the rules.",76.19436979,0.6064990759,0.91738832,Idiom,IMPLI,1,1,1
341,"If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year out of the pockets of taxpayers who are very much poorer than he is . '","If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year from taxpayers who are very much poorer than he is . '"," If someone chooses to donate £5 million to promote art, it is not a very wise decision to hand it to my noble friend Lord Archer, who already has a lot of money and gets £6,000 annually from those who have much less money than him.",83.21378529,0.7286056876,0.9356700182,Idiom,IMPLI,0,0,0
342,"Still , better safe than sorry.’","Still , it is more wise to be cautious than rush to do something you may regret later.’"," Es ist immer noch besser, auf Nummer sicher zu gehen, als sich zu Sorgen zu machen.",62.53817976,0.4498544335,0.8009091616,Idiom,IMPLI,0,0,0
343,Yona really put it in a nutshell when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,Yona really put it concisely when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away," Yona verkortte het echt toen ze zei ""Ik denk, eh, je weet, achter gesloten deuren zijn de vrouwen zich zorgen maken over wat er gaat gebeuren, je weet wel, ze voelden zich erg geïrriteerd en op een manier was het een manier om onze energieën af te voeren"".",60.88027358,0.4381450415,0.7794604301,Idiom,IMPLI,0,0,0
344,They'd make money hand over fist.,They'd make a lot of profit very quickly.,They'd make money quickly and in large quantities.,86.63500845,0.7854114175,0.9472887516,Idiom,FLUTE,1,1,1
345,Alicia seemed to recover rapidly and started to make light of what the others found worrying.,Alicia seemed to recover rapidly and started to act like what the others found worrying was no big deal and not something to be concerned about.,Alicia recovered very quickly and began to joke about what the other people were concerned about.,79.81949449,0.6808505654,0.9155393243,Idiom,FLUTE,1,1,1
346,"CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also make the move .","CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also take action ."," The California company's specialized Masterpiece financial software, Generator development tools and CA-DB database technology foundation may also transfer.",75.73566735,0.5930014849,0.9217118621,Idiom,IMPLI,0,0,0
347,"That complicated matters greatly, but it didn't mean he was ready to throw in the towel.","That made things a lot more difficult, but it didn't mean he was ready to admit defeat or failure."," The situation became much more difficult, but that didn't mean he was willing to give up.",85.70645154,0.7653490305,0.9487800002,Idiom,FLUTE,1,1,1
348,‘ Our display was better than the result and the lads did themselves proud but sometimes Lady Luck dictates how things go .,‘ Our display was better than the result and the lads did the things well and made themselves proud but sometimes Lady Luck dictates how things go .," Our performance was better than the outcome and the boys showed themselves to be worthy of distinction, but sometimes chance plays a role in the result.",79.6764791,0.6816080809,0.9119215012,Idiom,IMPLI,1,1,1
349,"Three hours later I was on hands and knees under the cotton trailer, as sick as a dog.","Three hours later I was on hands and knees under the cotton trailer, very ill and vomiting."," Three hours later I was on my hands and knees under the trailer full of cotton, feeling very ill.",84.26992893,0.714428544,0.9709700346,Idiom,FLUTE,1,1,1
