,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
212,For this reason we recommend selecting insurance on your shipping to cover such events.,For this reason we recommend selecting insurance on your shipping to cover such events.,For this reason we recommend selecting insurance on your shipping to pay for such events.,This sentence is not a metaphor.,94.16022003,0.9032781124,0.9799262881,Metaphor,IMPLI,0,0,0
213,The groups are as separate as Berlin during the Cold War.,The groups are completely separate.,The groups are apart from each other.,"This is a metaphor that compares two groups to Berlin during the Cold War, which was divided by a wall separating East Berlin from West Berlin. This metaphor implies that the two groups are completely isolated from one another.
This is why the sentence is a metaphor.",83.98748636,0.7613417506,0.9184079766,Metaphor,FIGQA,1,1,1
214,"While most car insurance policies will only cover (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","While most car insurance policies will only provide (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 protection, regardless of who is liable.","While most car insurance policies will only pay for (your injuries/bodily harm) if an accident is not your fault, Flux Direct Personal Protection Cover offers up to Â£20,000 cover, regardless of who is to blame.","The metaphor here is that Flux Direct Personal Protection Cover acts as a shield and offers protection against any bodily harm regardless of who is to blame.
This is why the sentence is a metaphor.",93.86578202,0.8888307214,0.9884849191,Metaphor,IMPLI,1,1,1
215,The diss track was an execution.,The diss track was destructive.,The diss track was brutal.,"Saying that the diss track was an execution is a metaphor is a metaphor because it compares the diss track to a process of ending, a literal execution.",86.94981039,0.769595027,0.9694011807,Metaphor,FIGQA,1,1,1
216,Please contact us about any of our services or to meet with one of our funeral service professionals.,Please contact us about any of our products or to meet with one of our people who specialize in funeral services.,Please contact us about any of our services or to fulfill with one of our funeral service professionals.,"The metaphor is comparing funeral services to professionals.
This is why the sentence is a metaphor.",84.90834534,0.7486034632,0.9495634437,Metaphor,IMPLI,0.5,0.5,0.5
217,The river is flowing like a rocket.,The river is moving quickly.,The river is flowing very fast.,The meaning behind the simile is that the river is moving quickly.,89.69162107,0.8231204748,0.9707119465,Metaphor,FIGQA,1,1,1
218,He was in a black mood.,He was angry and sad.,"He kept on being very miserable, irritated, and angry.","Being in a black mood typically suggests being angry and sad.
This is why the sentence is a metaphor.",80.13457954,0.6662162542,0.9364753366,Metaphor,FLUTE,1,1,1
219,"Only  made  the fire burn brighter ,",Only they made the fire burn stronger.,"Only caused the fire to burn brighter ,","This is referring to someone who increased the intensity of the fire.
This is why the sentence is a metaphor.",80.26347458,0.663598597,0.9416708946,Metaphor,IMPLI,0.5,0.5,0.5
220,The man had the courage of a mouse,The man had little courage.,The man is very cowardly,The metaphor is telling us that the man does not have very much courage compared to a mouse.,75.37644506,0.5769845247,0.9305443764,Metaphor,FIGQA,1,1,1
221,Both access to and optimum utilization of water in rainfed areas is bringing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Having access to and using water from rainfed areas is providing great financial assistance to single crop dependent farmers; with better yields and improved performance being seen.,Both access to and optimum utilization of water in rainfed areas is causing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,"This metaphor compares access to and use of water as a source of economic relief to single crop dependent farmers, suggesting it has a beneficial effect on their farming operations.",85.57410538,0.7542707324,0.9572113752,Metaphor,IMPLI,0.5,0.5,0.5
222,My eyes burned up and I could feel my face turning red.,I felt heat rush to my eyes and my face was turning red.,My eyes have teared up and my face turned red.,"The metaphor - burned up - is suggesting that the speaker was feeling incredibly embarrassed, so it was as if their eyes had caught fire. This is why the sentence is a metaphor.",79.82020974,0.6673436165,0.9290605783,Metaphor,FLUTE,0,0,0
223,"Recently , of course , there has been an added dimension — part media-and-politician inflated , part real : drugs .","Recently, of course, there has been an additional complexity--partly exaggerated by the media and politicians, and partly genuine: drugs.","Recently , of course , there has been an added dimension — part given excessive and meaningless words by media and politicians , part real : drugs .","Inflated means to be exaggerated in size or importance.
This is why the sentence is a metaphor.",79.42620516,0.6724722385,0.9160518646,Metaphor,IMPLI,1,1,1
224,Their love was the discharge unit of a psych ward,Their love provided stability and anchoring for others.,Their love was not mad.,"When something is referred to as the discharge unit of a psych ward, it means it anchors and provides stability for others.
This is why the sentence is a metaphor.",65.96899927,0.4337424636,0.8856375217,Metaphor,FIGQA,1,1,1
225,he absorbed the costs for the accident.,He took on the costs of this accident.,he took the costs for the accident.,"To absorb something means to take on the responsibility for it, thus, In this case, the speaker is saying that the other person is taking on the responsibility for the accident.
This is why the sentence is a metaphor.",86.55657172,0.7782606483,0.9528707862,Metaphor,IMPLI,1,1,1
226,"This was when violent members of the gay community struck out against police, and it was the start of the gay liberation movement","During this period, members of the LGBTQ+ community expressed their anger against the police through violent actions, and this initiated the fight for legal and social rights for the LGBTQ+ community.","This was when violent members of the gay community happened suddenly to out against police, and it was the start of the gay liberation movement","This is an idiom, not a sarcasm, as it is describing an actual event in a figurative way.",75.7468313,0.6115834713,0.9033531547,Metaphor,IMPLI,1,1,1
227,He had as much money as a mansion dweller,"He had a lot of money, enough to be able to afford a large home.",He had a lot of money.,A mansion denotes a large home and wealth. This is why the sentence is a metaphor.,79.60543334,0.64656353,0.9455451369,Metaphor,FIGQA,1,1,1
228,All fire-flush 'd when forest trees smoldered.,All glowing red as though the forest trees were burning.,All fire-flush 'd when forest trees burned.,This metaphor compares the trees in the forest to a burning fire.,73.6921221,0.5928843021,0.8809581399,Metaphor,FLUTE,1,1,1
229,The scream covered the night.,The scream flooded the night.,The scream filled the night,"Covering means to be overlaid on something.
This is why the sentence is a metaphor.",86.93022132,0.759032011,0.9795724154,Metaphor,FLUTE,1,1,1
230,The movie was as long as a catholic wedding,The movie was very long.,The movie was lengthy,"A Catholic wedding is typically long compared to other kinds of weddings, which is why this sentence is a metaphor.",90.01318514,0.831389308,0.9688743949,Metaphor,FIGQA,1,1,1
231,her ideas are as bright as heaven,Her ideas are enlightening.,Her ideas are really good,"Heaven is often seen as a source of joy and light, therefore the metaphor means her ideas are enlightening.
This is why the sentence is a metaphor.",83.90164077,0.736291945,0.9417408705,Metaphor,FIGQA,1,1,1
232,From its blue vase the rose of evening drops.,The sun is setting in the evening sky.,Sunset takes place in the evening.,The metaphor is used to describe how the sun is setting and how its light is slowly fading.,81.5512538,0.7545644641,0.8764606118,Metaphor,FLUTE,1,1,1
233,He is as smart as my doctor,He is very intelligent.,He is incredibly smart.,"To be as smart as my doctor means that the person is very smart, so the metaphor is implying that the person is very intelligent.
This is why the sentence is a metaphor.",90.28302133,0.8281715512,0.9774888754,Metaphor,FIGQA,1,1,1
234,He was gripped with a terrible illness that killed him quickly.,He was overwhelmed with an illness which made him quickly die.,He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,"He was gripped with a terrible illness means he was overwhelmed with a really bad illness.
This is why the sentence is a metaphor.",78.44261527,0.6461536884,0.922698617,Metaphor,FLUTE,1,1,1
235,I tried to tide things over between them.,I tried to make the situation between them manageable.,I tried to resolve their fight.,"To ""tide things over"" means to make a situation manageable, usually temporarily.
This is why the sentence is an idiom.",80.23152947,0.6587076187,0.9459229708,Metaphor,FLUTE,1,1,1
236,We warmly advise to take out insurance to cover eventual medical expenses or loss of luggage.,We strongly advise to prepare yourself to cover possible medical costs or loss of luggage.,We warmly advise to take out insurance to pay for eventual medical expenses or loss of luggage.,"The phrase ""take out insurance"" is a metaphor for preparing for unexpected costs.",84.45372581,0.7443754673,0.944699049,Metaphor,IMPLI,0,0,0
237,"Iâm a Rolling Stone junkie, but the most I care about RS covers are when they donât put a legendary and recently deceased musician (Clarence) on it.","I love the Rolling Stone magazine and when they don't include the face of a recently deceased musician (Clarence) on the cover, it has a deeper emotional significance to me.","Iâm a Rolling Stone junkie, but the most I care about RS pay for are when they donât put a legendary and recently deceased musician (Clarence) on it.","Being a 'rolling stone junkie' means that the person loves everything about the magazine, but the no appearance of someone on the cover has a deeper emotional meaning to them.
This is why the sentence is a metaphor.",73.33362699,0.581812799,0.8848597407,Metaphor,IMPLI,1,1,1
238,The residents of this village adhered to catholicism.,The residents of this village stuck close to Catholicism.,The residents of this village were devoted in belief to catholicism .,"This metaphor uses ""adhered"" to compare the residents of the village to Catholicism, conveying that the residents followed the same values as Catholicism.",77.89187729,0.6221308708,0.9357066751,Metaphor,FLUTE,1,1,1
239,His imagination is the world of humans.,His imagination represents the people of the world.,His imagination is real as practical world.,"Imagination can be seen as a gateway to an alternate universe, which could represent the world of humans.
This is why the sentence is a metaphor.",73.83866608,0.5678855181,0.9088878036,Metaphor,FIGQA,0,0,0
240,But among political scientists and businesspeople the countryâs name has long suffered worst damage than this.,"But for a long time, political scientists and businesspeople have had a very negative view of the country's name.",But among political scientists and businesspeople the countryâs name has long incurs worst damage than this.,"This is a metaphor meaning that the countryâs reputation has been tarnished for a long time by people's negative opinions.
This is why the sentence is a metaphor.",78.93618047,0.6949763894,0.88374722,Metaphor,IMPLI,0,0,0
241,Set Price Drop Alerts to get notified when price drops,Set a notification alert to be informed when prices decrease.,Set Price Drop Alerts to get notified when price reduces,"This is a metaphor meaning that set a notification alert in order to find out when prices go down.
This is why the sentence is a metaphor.",82.52138793,0.7103963494,0.9400314093,Metaphor,IMPLI,1,1,1
242,The book owned her imagination.,The book controlled her imagination.,I feel the book really captured her attention.,"This expression means that the book was so captivating that it had taken control of her imagination.
This is why the sentence is a metaphor.",77.68399715,0.6476657391,0.906014204,Metaphor,FLUTE,0.5,0.5,0.5
243,he absorbed the knowledge or beliefs of his tribe.,He took in the knowledge and beliefs of his tribe.,he learned the knowledge or beliefs of his tribe.,"Here, the phrase absorbed the knowledge means to take in the knowledge, ideas, or beliefs of his tribe. This is why the sentence is a metaphor.",86.89587712,0.7907188535,0.947198689,Metaphor,IMPLI,1,1,1
244,i attacked the problem as soon as i got out of bed,I tried solving the problem as soon as i got out of bed.,i dealt with the problem as soon as i got out of bed,"Attacked is a metaphor meaning to try to solve something with determination.
This is why the sentence is a metaphor.",88.0934149,0.7958228588,0.9660454392,Metaphor,IMPLI,1,1,1
245,"Let us  pass  the night together ,",Let us spend the night together.,Let us spend the night together,"This metaphor is suggesting spending time together, which is why it is a metaphor.",94.99943852,0.9206028581,0.9793859124,Metaphor,IMPLI,1,1,1
246,"In the case of animals suffering from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","Animals with liver and kidney damage may have symptoms such as slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma due to their inability to absorb calcium.","In the case of animals incuring from liver damage and impaired kidney; animals unable to absorb calcium which may lead to slow growth, rickets, poor mobility paralysis, convulsions in juvenile birds, thin shell and abnormal osteosarcoma.","This sentence is comparing impaired kidney and liver conditions of animals to the symptoms of it such as slow growth, rickets, poor mobility paralysis, convulsion in juvenile birds, thin shell and abnormal osteosarcoma.
This is why the sentence is a metaphor.",86.20125353,0.7837459445,0.9402791262,Metaphor,IMPLI,0.5,0.5,0.5
247,For summer and his pleasures take flight on thee.,For summer and his pleasures end on thee.,For summer and his pleasures begin on thee.,"Here the term take flight is used to mean the ending.
This is why the sentence is a metaphor.",90.89969397,0.8385301232,0.9794637561,Metaphor,FLUTE,0,0,0
248,"Clouds of every many dimensions bring graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","Various shapes and sizes of clouds fill up the sky, creating a beautiful backdrop for the spectacular monuments of Sedona, such as Bell Rock and Courthouse Butte.","Clouds of every many dimensions cause graphic relief to a clear blue sky as they fan out over Sedona's southern monuments including Bell Rock, and Courthouse Butte.","This metaphor compares the clouds to graphic relief in a clear blue sky, and implies that they bring a dimension of beauty to the landscape of Sedona's monuments.",80.03232479,0.6970379949,0.903608501,Metaphor,IMPLI,1,1,1
249,One senator should not have the power to arbitrarily kill such a promising proposal without being held accountable by the press or even his own party.,One senator should not have the ability to make a decision on ending the potential of a proposed plan without being questioned by the news media or members of his own political party.,One senator should not have the power to arbitrarily cancel such a promising proposal without being held accountable by the press or even his own party.,"One senator should not have the power to easily reject and destroy the potential of a proposed plan without facing public or political scrutiny.
This is why the sentence is a metaphor.",82.57208467,0.7118399739,0.9396017194,Metaphor,IMPLI,1,1,1
250,cialis daily covered by insurance,Have the cost of the medication taken care of by an insurance policy.,cialis daily payed for by insurance,"Cialis is a medication used to treat erectile dysfunction and when ""covered by insurance"" it means that the cost of the medication is taken care of by an insurance policy.
This is why the sentence is a metaphor.",63.29452991,0.4148588181,0.8510317802,Metaphor,IMPLI,0.5,0.5,0.5
251,Soulflower Anti Dandruff Regime has dropped from its initial price of Rs.,The price of Soulflower Anti Dandruff Regime has decreased significantly from the original cost.,Soulflower Anti Dandruff Regime has reduced from its initial price of Rs.,"This is a metaphor meaning that the price of the product has been reduced significantly, thus making it more accessible.
This is why the sentence is a metaphor.",86.68837845,0.7967390418,0.9370285273,Metaphor,IMPLI,1,1,1
252,My personal feelings color my judgment in this case.,My personal feelings are influencing the way I view this case.,My personal feelings and biases make me form a judgment about this situation.,"To color something is to affect the way it is perceived, in this context the speaker's feelings are influencing how they judge a situation.
This is why the sentence is a metaphor.",83.21494758,0.7190824151,0.9452165365,Metaphor,FLUTE,1,1,1
253,The government digested the entire law into a code.,The government simplified the entire law into a code.,The government made the whole law summarized into a code.,"Digestion is the process of breaking down food into essential components, so, in the same way, the government is taking the law and breaking it down into a code, which is a set of rules or regulations.
This is why the sentence is a metaphor.",88.70834112,0.8014301658,0.9727366567,Metaphor,FLUTE,1,1,1
254,The building is as well constructed as The brick house the wolf could not blow doen,The building is very sturdy.,The building is 100% safe,"This metaphor is saying that the building is very well constructed, like the brick house from the story of The Three Little Pigs that the wolf was unable to blow down.",76.25271082,0.5855783224,0.939475894,Metaphor,FIGQA,1,1,1
255,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will cover and how much you will have to pay.,Research the coverage in your health insurance plan to figure out how much of the costs will be taken care of by the insurance and how much you will have to pay.,Evaluate the coverage in your health insurance plan to determine how much of the costs your insurance will pay for and how much you will have to pay.,Evaluating the coverage in a health insurance plan is like researching something to determine how much you will need to pay and how much you can be covered for. This is why the sentence is a metaphor.,88.9277786,0.8135848045,0.9649707675,Metaphor,IMPLI,1,1,1
256,The taste of agony laid thick upon my tongue.,The taste of agony was overwhelming upon my tongue.,The taste of agony was overwhelming upon my tongue.,"The taste of agony was - laid thick - mean it was very strong and overwhelming.
This is why the sentence is a metaphor.",99.86764789,0.9973529577,1,Metaphor,FLUTE,1,1,1
257,"In no-fault states, at least some medical expenses will be covered under your auto insurance policy, regardless of whether the accident was your fault or not.","In situations where medical expenses from an accident are taken care of, regardless of who was responsible for the accident, some of the costs will be taken care of by your auto insurance policy.","In no-fault states, at least some medical expenses will be pay for under your auto insurance policy, regardless of whether the accident was your fault or not.","This sentence is a metaphor because it states that a situation where the medical expenses from an accident will be covered irrespective of the cause of the accident is like a ""No-Fault"" state, which does not hold anyone accountable.",80.95592856,0.703271687,0.9158468843,Metaphor,IMPLI,1,1,1
258,This turkey is the Sahara,The turkey was extremely dry.,The turkey is dry,"The Sahara is a very dry area of desert land, so the metaphor is indicating that the turkey is extremely dry.
This is why the sentence is a metaphor.",83.97218883,0.723957181,0.9554865956,Metaphor,FIGQA,1,1,1
259,"It appeared from truth alone , the truth we live.","It seemed from truth alone , the truth we live.","It seemed from truth alone , the truth we live.","To appear from truth means to be based in reality, often what is seem is to appear to the eye or mind.
This is why the sentence is a metaphor.",98.28439951,0.965688169,0.9999998212,Metaphor,FLUTE,1,1,1
260,it dawned on him that she had betrayed him,He suddenly realised that she had betrayed him.,it became apparent to him that she had betrayed him,"To have something dawn on someone means to have them just realise something, in this context that she had betrayed him.
This is why the sentence is a metaphor.",89.75923657,0.8461574316,0.9490272999,Metaphor,IMPLI,1,1,1
261,It was buried as deep as a bathtub,It was hidden or concealed very deeply.,It was not buried deep,Being buried as deep as a bathtub is a metaphor for something being hidden or concealed very deeply.,74.02330637,0.5778277516,0.9026383758,Metaphor,FIGQA,0,0,0
262,The preschool teacher was a grim reaper.,The preschool teacher was a person of authority.,The preschool teacher was dour.,"Grim reaper is a metaphor for someone in authority, who makes decisions about death or other serious things. 
Therefore, the preschool teacher is a person in authority who makes decisions within the classroom.
This is why the sentence is a metaphor.",69.94296312,0.4592862129,0.9395730495,Metaphor,FIGQA,0,0.5,0.25
263,She is the Light of our days,She brings joy and energy into our lives.,She is cherished,The Light of our days means that she brings joy and joy and energy into our lives. This is why the sentence is a metaphor.,65.27160406,0.4256625175,0.8797695637,Metaphor,FIGQA,1,1,1
264,The runner has the speed of a turtle,The runner has very slow speed.,The runner is slow,"Turtle is an animal that moves very slowly, while runner is someone that moves very quickly.
This is why the sentence is a metaphor.",81.98646009,0.6914790869,0.9482501149,Metaphor,FIGQA,1,1,1
265,And in her old bounds axed her despair.,"And she shut herself off in her usual area, trapped by her own despair.",And in her old bounds ended her despair.,"Tying someone to a certain area and cutting themselves off from potential freedom is a metaphor for depression.
This is why the sentence is a metaphor.",73.05701673,0.5671678782,0.8939724565,Metaphor,FLUTE,0,0.5,0.25
266,She relaxed into the luxury of life.,She became comfortable with the extravagance of life.,She totally fell into the trap of her luxurious life.,"Luxurious life means a life full of wealth and extravagance.
This is why the sentence is a metaphor.",79.90264297,0.683334887,0.9147179723,Metaphor,FLUTE,1,1,1
267,"Oh , and there 's one more thing you can be sure of , ’ he added sourly .","Oh, and there's one more thing that can be counted on, he added sourly.","Oh , and there 's one more thing you can be sure of , ’ he added ironically.","""One more thing you can be sure of"" is an idiom that means that there is one certain thing that is definite and can be relied upon.
This is why the sentence is a idiom.",82.53996074,0.7368768454,0.9139223695,Metaphor,IMPLI,0,0.5,0.25
268,Her love was a rotting apple,Her love had gone bad and was no longer desirable.,Her love was dying,"A rotting apple here signifies that the love has gone bad and is no longer desirable.
This is why the sentence is a metaphor.",71.27572596,0.5193868279,0.9061276913,Metaphor,FIGQA,1,1,1
269,Sandra Fluke asked that her insurance company be required to cover birth control.,Sandra Fluke requested that it become mandatory for her insurance company to cover birth control.,Sandra Fluke asked that her insurance company be required to pay for birth control.,"This is a metaphor as Sandra Fluke is not literally asking anything from an insurance company, but instead asking for a policy change to require the company to cover birth control.",90.62320292,0.8395538926,0.9729101658,Metaphor,IMPLI,0,0,0
270,"Straight between them  ran  the pathway ,",Quickly moved the pathway straight between them.,"Straight between them extended the pathway ,","Ran means to move quickly.
This is why the sentence is a metaphor.",68.44201386,0.4853700399,0.8834702373,Metaphor,IMPLI,0,0,0
271,If you know of anyone in the north Minneapolis area whose home suffered structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,"If you know anyone in the north Minneapolis area who has been affected by a natural disaster, please provide details to the WA Director Nick Jaeger at njaeger@mul.org.",If you know of anyone in the north Minneapolis area whose home incured structural damage please send the following information to WA Director Nick Jaeger at njaeger@mul.org,"Structural damage to homes refers to the home being affected by a natural disaster, and this metaphor refers to the need for people to support those affected by natural disasters by sending information about them to a certain person.
This is why the sentence is a metaphor.",85.65693796,0.7556719184,0.9574668407,Metaphor,IMPLI,1,1,1
272,The dancer floated across the stage.,The dancer moved gracefully across the stage.,The dancer moved fluidly across the stage.,"A dancer is normally not able to physically float on the stage. This metaphor is used to emphasize the fluid, graceful movements of the dancer.",90.14013708,0.8114249706,0.9913777709,Metaphor,FLUTE,1,1,1
273,The man has the build of a third-grader,The man has the frame of someone in the third grade,The man doesn't have any muscles.,"The metaphor is comparing the man's build to a third-grader's, indicating that the man is small-built.
This is why the sentence is a metaphor.",62.64345944,0.3517275453,0.9011416435,Metaphor,FIGQA,0,0,0
274,Exhausted .,Completely worn out and lacking energy.,Very tired .,"Exhausted is being used to describe a state of being completely worn out and lacking energy.
This is why the sentence is a metaphor.",75.443694,0.6294747591,0.8793991208,Metaphor,IMPLI,1,1,1
275,The makeup matched the woman's skin tone like Ice cream on pizza,The makeup did not look appealing with the woman's skin tone.,Makeup matched horribly,"This metaphor compares the makeup to something that doesn't naturally go together, and creates an unappealing image.",67.44063497,0.4854131937,0.8633995056,Metaphor,FIGQA,1,1,1
276,After school the child had the appetitie of a vulture,After school the child had a large appetite.,The child would devour anything available within sight,"A vulture typically eats a large amount of food, so this metaphor suggests the child has a large appetite after school.
This is why the sentence is a metaphor.",64.86782432,0.4131506681,0.8842058182,Metaphor,FIGQA,1,1,1
277,"Could not  breed  ill-will between them ,",They were unable to generate any anger or hostility towards each other.,"Could not create ill-will between them ,","Breed ill-will between them means to create a feeling of animosity between the two people.
This is why the sentence is a metaphor.",76.04102194,0.6360483766,0.8847720623,Metaphor,IMPLI,0.5,1,0.75
278,The dog was as quick as a jaguar,The dog was very quick.,the dog was fast,"The metaphor is saying that the dog was very quick, but the entailment is saying the opposite.
This is why the sentence is a metaphor.",87.23120093,0.7744652629,0.9701587558,Metaphor,FIGQA,1,1,1
279,"Jealous of the applause they  gave  him ,",Envious of the praise and attention he received.,"Jealous of the applause they made for him ,","Jealous of the applause they gave him means they were envious of the praise and attention he received.
This is why the sentence is a metaphor.",80.08832037,0.6785148978,0.9232515097,Metaphor,IMPLI,1,1,1
280,The world had the peace of the planet a decade after the asteroid killed the dinosaurs,The world experienced a state of peacefulness in the aftermath of the asteroid killing the dinosaurs.,The world was very peaceful,The metaphor is comparing the sight of peace with the return of life after the asteroid extinction event.,67.37263203,0.4477856159,0.8996670246,Metaphor,FIGQA,0.5,0,0.25
281,middle age dulled her appetite for travel,Her enthusiasm for travelling diminished as she grew older.,middle age made her lose her appetite for travel,"As people age, they often become less interested in travelling.
This is why the sentence is a metaphor.",81.72496557,0.7046380043,0.9298613071,Metaphor,IMPLI,1,1,1
282,The girl broke into the conversation.,The girl interrupted the conversation.,The girl said something interrupting the conversation.,This metaphor is comparing breaking into a conversation to someone physically entering a room without permission.,85.48829556,0.7485662699,0.9611996412,Metaphor,FLUTE,1,1,1
283,The dog was as quick as a man trying to get to the toilet in time,"The dog was running very fast, just like a man rushing to the toilet.",The dog was fast.,This metaphor is comparing the dog's quickness to that of a person trying to get to the toilet in time.,72.99567461,0.5358024836,0.9241110086,Metaphor,FIGQA,0.5,0.5,0.5
284,John is a mighty moose.,John is very strong and powerful.,John is very huge.,"A moose is often seen as a powerful animal, so the metaphor is indicating that John is powerful and strong.
This is why the sentence is a metaphor.",77.70065069,0.6038327217,0.9501802921,Metaphor,FIGQA,1,1,1
285,My brain is glowing after the bottle of champagne.,My brain is illuminated after the bottle of champagne.,"After the champagne bottle, my brain is buzzing.",A metaphor is when you make an implicit comparison of two different things without using words such as like or as.,77.78650224,0.6522664428,0.9034636021,Metaphor,FLUTE,1,1,1
286,The illusion was as good as a 12-pixel GIF,The illusion was incredibly realistic.,The illusion was bad,"A GIF is an image file format, so the implication is that the illusion was so convincing that it was almost like looking at an actual 12-pixel image.
This is why the sentence is a metaphor.",71.54281139,0.4927945137,0.9380617142,Metaphor,FIGQA,0,0,0
287,"I also hope that we will find out new and exciting areas for innovation potential that will drive new research and business opportunities, as well as job growth in the sector.",I also hope that we can come up with fresh ideas and opportunities for new businesses and create more job openings in the sector.,"I also hope that we will find out new and exciting areas for innovation potential that will incentivize new research and business opportunities, as well as job growth in the sector.","Innovation potential and job growth are metaphors for creating new ideas, research, and businesses as well as creating job opportunities.
This is why the sentence is a metaphor.",83.53383541,0.7416299582,0.9290467501,Metaphor,IMPLI,0.5,0.5,0.5
288,She said that she could smell infidelity from a mile.,She said that she could sense something was being hidden from her from afar.,She said that infidelity was apparent to her.,"Smelling infidelity from a mile means that she could sense something was being hidden from her from afar. 
This is why the sentence is a metaphor.",74.5197922,0.5643099546,0.9260858893,Metaphor,FLUTE,1,1,1
289,That's as consistent as California weather,That's just as unpredictable as California weather.,It's very consistent,"California weather is known for being unpredictable and sporadic, implying the quality is inconsistent.
This is why the sentence is a metaphor.",57.89101571,0.2783479989,0.8794723153,Metaphor,FIGQA,0,0,0
290,His status was as high as a bathroom attendant,"His status was very high, similar to a bathroom attendant.",His status was not high,"The metaphor is comparing his high status to that of a bathroom attendant, which presupposes that bathroom attendants have a high standing in society.",63.74733746,0.3743745685,0.9005721807,Metaphor,FIGQA,0,0,0
291,The woman moved with the grace of a ballerina,The woman moved gracefully.,The woman was graceful,"This metaphor compares the woman to a ballerina, implying that she is graceful in her movements.",85.59298813,0.7578628659,0.9539968967,Metaphor,FIGQA,1,1,1
292,And his heart  outran  his footsteps ;,His excitement and enthusiasm propelled him forward faster than his own feet could.,And his heart lasted longer than his footsteps ;,"To outrun someone or something usually means to be much faster than the person or thing being outran.
This is why the sentence is a metaphor.",71.03343606,0.5529321432,0.867736578,Metaphor,IMPLI,0.5,0.5,0.5
293,"Compared to their competitors' tech, this prototype looks like it has come from 4021","Compared to their competitors' tech, this prototype appears to be much more future-oriented and cutting-edge.",The prototype is incredibly advanced compared to other similar products on the market.,"The context implies that the technology in the prototype is much more advanced and revolutionary compared to their competitors'.
This is why the sentence is a metaphor.",79.10481393,0.6691348553,0.9129614234,Metaphor,FIGQA,1,1,1
294,Soulflower Clean Beauty Regime has dropped from its initial price of Rs.,Soulflower Clean Beauty Regime was released to the market at Rs.,Soulflower Clean Beauty Regime has reduced from its initial price of Rs.,"To drop from a price is often used to describe a price decrease, however in this case it is used to describe the product coming onto the market.
This is why the sentence is a metaphor.",85.11538506,0.7616714835,0.9406362176,Metaphor,IMPLI,0,0,0
295,Park Ophthalmology is designed as a complete service eye care center to cover the requirements of persons living and working within the Triangle area and surrounding communities.,Park Ophthalmology provides eye care services to people living in and around the Triangle area.,Park Ophthalmology is designed as a complete service eye care center to pay for the requirements of persons living and working within the Triangle area and surrounding communities.,This sentence is a metaphor comparing Park Ophthalmology to a service center providing eye care requirements to those living within its reach.,82.95848668,0.7251995206,0.9339702129,Metaphor,IMPLI,1,1,1
296,The sprint was graceful as a fat man headed to his favorite all you can eat buffet.,The sprint was graceful like any other sprint.,The sprint was slow but with a lot of effort.,"Even though the person sprinting may have moved with grace, given the context, a fat man running to an all you can eat buffet does not usually come to mind.
This is why the sentence is a simile.",70.34638822,0.5151359439,0.8917918205,Metaphor,FIGQA,0,0,0
297,"You disagree? Okay, shoot!","You disagree? Okay, tell me why!","You disagree? Okay, tell me why!","Here, shoot means asking the other person why they disagree.
This is why the sentence is a metaphor.",100.1886249,1.003772497,1,Metaphor,FLUTE,1,1,1
298,That news was like a thick milkshake.,That news was similar to a thick milkshake.,That news was hard to swallow.,"Like means to compare.
This metaphor is comparing the news to a thick milkshake.",69.629246,0.4977042675,0.8948806524,Metaphor,FIGQA,0,0,0
299,ltr glass columbus ga state cutting prices on bottles of spirits business first ltr glass inc hamilton road columbus ga,"Ltr Glass Inc. located on Hamilton Road in Columbus, GA is reducing the prices of bottles of alcoholic drinks.",ltr glass columbus ga state reducing prices on bottles of spirits business first ltr glass inc hamilton road columbus ga,"This sentence is a metaphor meaning that the company is reducing the prices of their beverages, specifically those containing alcohol.",69.28428411,0.5088912249,0.8767944574,Metaphor,IMPLI,1,1,1
300,"Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go out and about.","Even though I usually stay at home, there are times when I wish that I did not have any responsibilities and could go out and do something.","Even though I'm not one to go out, some days you wish you didn't have someone dependent on you and could just go traveling around.","This is an idiom, which refers to wanting to be free of obligations so that you can take advantage of opportunities that come your way.",77.88745463,0.6372695565,0.9204795361,Idiom,IMPLI,1,1,1
301," Gone spare, we had, as we'd missed our bus.",We were so frustrated as we had missed our bus.," became very angry, we had, as we'd missed our bus.",Gone spare is an idiom used to express frustration in a humorous way.,84.04334188,0.7394724488,0.9413943887,Idiom,IMPLI,1,1,1
